id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,profit_margin,domestic_profit_margin
34,2006-11-22,The Fountain,35000000,10144010,15461638,-19538362,-0.012636670189794898,-2.4503120560803864
4,2012-08-24,The Apparition,17000000,4936819,10637281,-6362719,-0.005981527610298159,-2.4435129179335924
16,2011-10-28,The Rum Diary,45000000,13109815,21544732,-23455268,-0.010886776405480468,-2.4325427170406293
19,2005-03-04,Dear Frankie,4600000,1340891,3099369,-1500631,-0.004841730687762574,-2.430554757993006
32,2015-03-06,Unfinished Business,35000000,10219501,13214051,-21785949,-0.01648695695211105,-2.424824754163633
31,2009-09-11,Whiteout,35000000,10275638,12254746,-22745254,-0.018560363470609673,-2.406114540041212
40,2002-10-18,Auto Focus,7000000,2062066,2703821,-4296179,-0.015889287789391384,-2.3946537113749025
39,2009-06-12,Imagine That,55000000,16222392,22438144,-32561856,-0.014511831281589066,-2.39037547607036
15,2012-09-21,Dredd,45000000,13414714,41467606,-3532394,-0.0008518442082236432,-2.354525485970107
67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,-11699179,-0.014094002267968433,-2.331802925189696
29,2014-03-28,Sabotage,35000000,10508518,18376443,-16623557,-0.00904612334389196,-2.3306313982618674
13,2009-10-23,Astro Boy,65000000,19551067,41636243,-23363757,-0.005611398943944102,-2.3246267326484022
76,2001-08-24,John Carpenterâs Ghosts of Mars,28000000,8434601,8434601,-19565399,-0.023196591042065888,-2.319659104206589
81,2004-09-24,First Daughter,30000000,9055010,10419084,-19580916,-0.018793318107426717,-2.313083033591349
14,2008-11-07,Soul Men,40000000,12082391,12345883,-27654117,-0.022399464663645362,-2.3106030089574157
66,2002-05-03,Hollywood Ending,16000000,4839383,14839383,-1160617,-0.0007821194452626501,-2.3062065969980057
39,2001-10-19,The Last Castle,60000000,18208078,20541668,-39458332,-0.019208923053376195,-2.2952407167851545
95,2018-10-12,Beautiful Boy,25000000,7634767,13031424,-11968576,-0.009184396118183247,-2.2744941659647244
17,2006-10-27,Catch a Fire,14000000,4299773,5782198,-8217802,-0.014212245931391487,-2.2559858392524443
9,2018-11-21,Robin Hood,99000000,30824628,84747441,-14252559,-0.0016817686565898785,-2.2117175915310314
100,2005-10-21,The Work and the Glory: American Zion,6500000,2025032,2025032,-4474968,-0.02209825820036424,-2.209825820036424
74,2014-11-14,Rosewater,10000000,3128941,3185717,-6814283,-0.0213901077842131,-2.1959694989454897
28,2009-12-18,The Young Victoria,35000000,11001272,31878891,-3121109,-0.0009790519375344644,-2.1814502904755013
65,2016-11-18,Bleed for This,16000000,5083906,6603926,-9396074,-0.014228012246048789,-2.1471864349970278
39,2002-11-27,Solaris,47000000,14970038,14970038,-32029962,-0.02139604588846067,-2.139604588846067
11,2004-08-27,Suspect Zero,27000000,8712564,8712564,-18287436,-0.020989729315044343,-2.0989729315044343
65,2015-04-24,Little Boy,20000000,6485961,17769299,-2230701,-0.0012553680367469759,-2.0835831421126336
13,2013-07-02,The Lone Ranger,275000000,89302115,260002115,-14997885,-0.0005768370384217835,-2.0794343448640604
32,2016-07-13,The Infiltrator,47500000,15436808,20718104,-26781896,-0.01292680836045615,-2.0770610089857957
78,2002-09-27,Moonlight Mile,21000000,6830957,6830957,-14169043,-0.02074239817349165,-2.074239817349165
27,2001-12-25,The Shipping News,35000000,11405825,24405825,-10594175,-0.004340838713708715,-2.0686074878406426
51,2007-09-07,Shoot 'Em Up,39000000,12796824,26796824,-12203176,-0.004553963559263591,-2.0476311934898845
2,2007-06-01,Gracie,9000000,2956339,3922043,-5077957,-0.012947224189025974,-2.044305812019528
64,2008-02-01,Strange Wilderness,20000000,6575282,6947084,-13052916,-0.018789057394440603,-2.0416946375836047
21,2008-02-22,Charlie Bartlett,12000000,3950294,5295909,-6704091,-0.012658999616496431,-2.0377485827637134
38,2008-12-25,The Spirit,60000000,19806188,39006188,-20993812,-0.0053821747462223166,-2.029356279966645
13,2002-08-30,FearDotCom,40000000,13208023,13208023,-26791977,-0.020284623217267265,-2.0284623217267264
64,2012-11-13,Jab Tak Hai Jaan,9200000,3047539,5806666,-3393334,-0.005843859453944829,-2.018829291438108
21,2005-09-16,Thumbsucker,4000000,1328679,1919197,-2080803,-0.010842050086572665,-2.0105089340615754
79,2008-03-14,Doomsday,33000000,11008770,21621188,-11378812,-0.005262806095576247,-1.9976100872304536
71,2012-10-12,Atlas Shrugged: Part II,10000000,3336053,3336053,-6663947,-0.01997554295450342,-1.997554295450342
60,2013-12-20,Dhoom 3,24000000,8031955,11723620,-12276380,-0.010471492593584575,-1.988064549664434
12,2004-11-05,Alfie,40000000,13395939,35195939,-4804061,-0.0013649475298840585,-1.9859795569388603
38,2008-05-02,Redbelt,7000000,2344847,2667084,-4332916,-0.016245892517820965,-1.9852694013724563
20,2005-12-14,Los tres entierros de Melquiades Estrada,15000000,5027684,13454474,-1545526,-0.001148707857326864,-1.9834810620556105
31,2012-04-06,Damsels in Distress,3000000,1007535,1324299,-1675701,-0.012653494414780952,-1.97756405484673
38,2007-01-05,Happily N'Ever After,47000000,15849032,37923818,-9076182,-0.002393266943744957,-1.9654807940320898
68,2001-11-16,Novocaine,6000000,2025238,2522928,-3477072,-0.013781891516523656,-1.9626147642894316
79,2011-04-29,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111,-6646889,-0.0028462541885747043,-1.957477681641132
69,2016-03-30,Everybody Wants Some,10000000,3400278,5437126,-4562874,-0.008392069633847,-1.9409360058207006
93,2019-01-25,Serenity,25000000,8547045,11367029,-13632971,-0.01199343381634726,-1.9249875249282062
26,2006-08-11,Zoom,35000000,11989328,12506188,-22493812,-0.017986145738413655,-1.919262864440776
63,2003-03-14,Willard,20000000,6882696,6882696,-13117304,-0.01905838061131859,-1.9058380611318588
40,2018-11-09,The Girl in the Spiderâs Web,43000000,14828555,34983342,-8016658,-0.002291564367978337,-1.899810534472172
67,2008-07-03,The Wackness,6000000,2077046,3330012,-2669988,-0.00801795308845734,-1.8887179195838706
30,2010-05-21,Solitary Man,12500000,4360548,4360548,-8139452,-0.01866612178102385,-1.8666121781023852
99,2013-05-31,The East,6500000,2274649,3027956,-3472044,-0.011466626331426215,-1.8575837414915444
10,2004-05-07,New York Minute,40000000,14018364,21215882,-18784118,-0.008853800186105862,-1.853400011584804
62,2008-10-03,An American Carol,20000000,7013191,7022183,-12977817,-0.018481171738190246,-1.8517689023441684
9,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957,-246043,-6.189144894431516e-05,-1.8476652170864185
89,2007-10-19,Rendition,27500000,9736045,26939925,-560075,-0.00020789775769605894,-1.8245555561832345
98,2010-03-12,Green Zone,100000000,35497337,97523020,-2476980,-0.0002539892632529222,-1.8171127315832172
11,2002-06-14,Windtalkers,115000000,40914068,77628265,-37371735,-0.004814191712258415,-1.810769146690571
8,2009-10-23,Amelia,40000000,14279575,19756077,-20243923,-0.01024693465205668,-1.801203817340502
20,2011-06-17,The Art of Getting By,4000000,1430241,1989035,-2010965,-0.0101102544701325,-1.7967314599427648
38,2011-09-23,Killer Elite,70000000,25124986,65409046,-4590954,-0.0007018836507720966,-1.7860712041789795
62,2017-12-22,Downsizing,68000000,24449754,54462971,-13537029,-0.00248554729047007,-1.7812140768369285
5,2002-04-26,"Life, or Something Like It",40000000,14448589,14448589,-25551411,-0.017684364196393156,-1.7684364196393156
78,2013-03-08,Dead Man Down,30000000,10895295,19599974,-10400026,-0.005306142753046509,-1.7534821223289503
48,2011-03-04,Take Me Home Tonight,19000000,6928068,7576604,-11423396,-0.015077198174802329,-1.7424673083462807
77,2001-01-12,Antitrust,30000000,10965209,17865209,-12134791,-0.006792414799065603,-1.7359259636546827
23,2003-03-28,The Core,85000000,31111260,74132631,-10867369,-0.001465935965499457,-1.7321297819503292
99,2008-05-09,Speed Racer,120000000,43945766,93394462,-26605538,-0.0028487275830123633,-1.7306384874483698
25,2010-01-15,The Last Station,18000000,6617867,15696146,-2303854,-0.0014677832379999523,-1.719909602293307
66,2003-10-31,Shattered Glass,6000000,2207975,3456602,-2543398,-0.007358087509062368,-1.717422072260782
2,2003-09-26,The Gospel of John,11000000,4068087,4234355,-6765645,-0.015977982479031635,-1.7039736367486733
22,2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,48056764,-36943236,-0.007687416489383263,-1.6889105154622477
10,2005-07-01,Rebound,45000000,16809014,17492014,-27507986,-0.015726025602312003,-1.6771350181515703
94,2007-05-04,"Paris, je t'aime",13000000,4857374,5175088,-7824912,-0.015120345779627321,-1.6763432257841377
12,2005-01-14,Elektra,65000000,24409722,56824633,-8175367,-0.0014387012407101687,-1.6628734239578804
86,2005-09-30,Into the Blue,50000000,18782227,41982227,-8017773,-0.001909801735863131,-1.6620911354122172
57,2010-03-19,The Runaways,9500000,3573673,5278632,-4221368,-0.00799708712408821,-1.6583293994721957
61,2005-09-16,Proof,20000000,7535331,8284331,-11715669,-0.014141961493329998,-1.6541634335638342
36,2006-09-15,The Black Dahlia,60000000,22672813,49238525,-10761475,-0.0021855802951042907,-1.6463412369695811
93,2002-02-01,Birthday Girl,13000000,4919896,8130727,-4869273,-0.005988730159062036,-1.6423322769424393
25,2001-08-17,American Outlaws,35000000,13264986,13601109,-21398891,-0.01573319572690727,-1.6385252121638123
97,2002-11-27,Treasure Planet,100000000,38120554,91800000,-8200000,-0.0008932461873638346,-1.6232567344115723
68,2016-10-14,Max Steel,10000000,3818664,4563080,-5436920,-0.011915022309492712,-1.6187169125118104
100,2007-03-09,The Ultimate Gift,9000000,3438735,3438735,-5561265,-0.01617241514684906,-1.617241514684906
92,2001-08-24,Bubble Boy,13000000,5002310,5002310,-7997690,-0.015987993546981293,-1.5987993546981294
17,2016-03-11,The Young Messiah,16800000,6469813,7313697,-9486303,-0.012970598864021847,-1.5966747416038145
88,2001-12-21,The Majestic,72000000,27796042,37306334,-34693666,-0.009299671739388813,-1.5902968487383924
21,2007-03-02,Zodiac,85000000,33080084,83080084,-1919916,-0.00023109220736945813,-1.5695218911777855
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,-0.006828642349278472,-1.5670902151597497
75,2002-07-19,K-19: The Widowmaker,90000000,35168966,65716126,-24283874,-0.003695268646846285,-1.559074383932698
47,2016-09-30,Deepwater Horizon,156000000,61433527,122603824,-33396176,-0.0027239098186692774,-1.5393300306524806
36,2016-01-29,The Finest Hours,70000000,27569558,49252761,-20747239,-0.004212401209345401,-1.539032363159395
84,2003-02-21,The Life of David Gale,50000000,19694635,28920188,-21079812,-0.007288960915468461,-1.5387624599288081
83,2005-02-25,Man of the House,50000000,19699706,22099706,-27900294,-0.012624735369782748,-1.538108944366987
58,2013-10-11,Machete Kills,20000000,8008161,18273009,-1726991,-0.0009451048811938964,-1.4974522864862483
63,2013-11-27,Black Nativity,17500000,7018188,7285135,-10214865,-0.014021517789306579,-1.493521119696423
95,2004-07-23,Catwoman,100000000,40202379,82145379,-17854621,-0.0021735393052359038,-1.487414986063387
57,2004-04-16,Connie & Carla,20000000,8047525,8047525,-11952475,-0.014852361440318606,-1.4852361440318607
33,2010-01-22,Extraordinary Measures,31000000,12482741,15826984,-15173016,-0.009586801882152657,-1.4834289199783925
65,2003-06-13,Hollywood Homicide,75000000,30207785,50409753,-24590247,-0.004878073296649559,-1.482803687857286
35,2005-10-21,Doom,70000000,28212337,58757178,-11242822,-0.001913438048369171,-1.4811840295258063
3,2006-02-24,Running Scared,17000000,6855137,9729088,-7270912,-0.007473374688357222,-1.4798920867664642
90,2002-08-16,Possession,25000000,10103647,14805812,-10194188,-0.006885261004259679,-1.4743540624489355
56,2014-12-12,Inherent Vice,20000000,8110975,14772346,-5227654,-0.003538810964758069,-1.4657948027210046
55,2007-01-05,Code Name: The Cleaner,20000000,8135024,8135024,-11864976,-0.01458505346757428,-1.458505346757428
66,2016-09-30,Denial,10000000,4073448,9263940,-736060,-0.0007945431425505778,-1.4549227092134231
17,2003-06-20,From Justin to Kelly,12000000,4922166,4922166,-7077834,-0.014379510971389424,-1.4379510971389424
82,2009-09-04,Gamer,50000000,20534907,42002029,-7997971,-0.0019041868191653313,-1.4348783269386123
88,2011-09-16,Straw Dogs,25000000,10324441,11253821,-13746179,-0.012214677130549705,-1.4214386037946267
73,2007-06-29,Evening,30000000,12406646,12885574,-17114426,-0.013281849919918196,-1.4180588371748497
11,2003-11-26,The Missing,65000000,26900336,38253433,-26746567,-0.006991938997997906,-1.4163266956962917
91,2010-02-12,The Wolfman,150000000,62189884,142634358,-7365642,-0.0005164002631119214,-1.4119678370842434
21,2006-12-20,The Painted Veil,19400000,8060487,15118795,-4281205,-0.002831710463697669,-1.4068024673943398
2,2008-01-25,How She Move,17000000,7070641,8607815,-8392185,-0.009749495080923556,-1.4043081808283011
81,2016-06-24,Free State of Jones,50000000,20810036,23237252,-26762748,-0.011517174233855192,-1.4026868574374403
54,2005-09-09,The Man,20000000,8330720,10393696,-9606304,-0.009242433105605552,-1.4007528761019457
54,2007-01-05,Thr3e,2400000,1008849,1420418,-979582,-0.006896434711472257,-1.3789486831032196
72,2005-12-25,The New World,30000000,12712093,26184400,-3815600,-0.0014572035257634317,-1.359957561669821
34,2005-07-08,Dark Water,60000000,25473093,49473093,-10526907,-0.002127804501731881,-1.3554265671624566
17,2009-08-21,Post Grad,15000000,6382178,6563402,-8436598,-0.012854001629033234,-1.350294836652942
80,2011-09-30,Dream House,50000000,21302340,41642166,-8357834,-0.0020070603435949994,-1.34715998336333
65,2012-03-16,"Jeff, Who Lives at Home",10000000,4269426,4708127,-5291873,-0.011239868848057838,-1.342235232558194
16,2008-08-20,The Rocker,15000000,6409528,8767338,-6232662,-0.0071089559909746835,-1.3402659290980552
64,2018-06-15,Gotti,10000000,4286367,6089100,-3910900,-0.0064227882609909515,-1.3329780207807684
87,2002-10-18,Abandon,25000000,10719367,12219367,-12780633,-0.010459324938845032,-1.332227266777973
22,2004-10-15,Being Julia,18000000,7739049,14488705,-3511295,-0.002423470558617903,-1.3258671705011817
1,2006-04-21,American Dreamz,17000000,7314027,16510971,-489029,-0.0002961842765031808,-1.324300963067268
34,2002-06-07,Bad Company,70000000,30157016,69157016,-842984,-0.00012189421243970389,-1.3211845628227938
8,2005-12-16,The Producers: The Movie Musical,45000000,19398532,32952995,-12047005,-0.0036558148963394678,-1.31976316558387
10,2005-11-11,Zathura,65000000,28045540,58545540,-6454460,-0.001102468266583586,-1.3176590645072264
79,2016-09-16,Snowden,50000000,21587519,35380918,-14619082,-0.004131911444468457,-1.3161531438605798
78,2011-04-08,Your Highness,50000000,21596445,26121638,-23878362,-0.009141219245133097,-1.3151958574663563
71,2004-09-03,Wicker Park,30000000,13001257,21577076,-8422924,-0.0039036447755942468,-1.3074691931710911
13,2010-03-19,Repo Men,32000000,13942007,18195238,-13804762,-0.007587019197000886,-1.295221914606699
63,2001-10-26,On the Line,10000000,4365455,4690802,-5309198,-0.011318316142953805,-1.2907119647321985
85,2008-03-28,Stop-Loss,25000000,10915744,11229035,-13770965,-0.01226371188619503,-1.2902699073924782
53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,-2631063,-0.01110651317447446,-1.288706606122748
1,2002-02-01,Slackers,11000000,4814244,5942218,-5057782,-0.008511606272270725,-1.2848862666703225
77,2019-04-12,Hellboy,50000000,21903748,40725492,-9274508,-0.0022773225182890363,-1.2827143555523008
7,2001-01-19,The Pledge,45000000,19719930,29406132,-15593868,-0.005302930694863235,-1.281955361910514
52,2016-04-29,Ratchet and Clank,20000000,8813410,14365639,-5634361,-0.00392210955600374,-1.2692692158880614
6,2019-05-03,UglyDolls,45000000,19894664,24644664,-20355336,-0.008259530744667487,-1.261913043618128
46,2008-10-17,Sex Drive,19000000,8402485,10412485,-8587515,-0.00824732520623079,-1.2612358129767562
76,2003-04-16,Bulletproof Monk,52000000,23010607,23010607,-28989393,-0.01259827391776323,-1.259827391776323
51,2013-09-20,Battle of the Year,20000000,8888355,16723377,-3276623,-0.0019593070227382904,-1.2501351487423713
66,2004-11-24,The Work and the Glory,7500000,3347647,3347647,-4152353,-0.012403795860196729,-1.240379586019673
19,2002-03-15,Showtime,85000000,37948765,78948765,-6051235,-0.0007664762077025523,-1.2398620877385602
78,2001-09-07,Rock Star,38000000,16991902,19317765,-18682235,-0.009671012666320354,-1.2363594140314604
15,2018-06-08,Hotel Artemis,15000000,6708137,12758799,-2241201,-0.0017565924504336183,-1.2360902885555258
77,2011-10-14,The Thing,38000000,16999934,27573078,-10426922,-0.003781558953991281,-1.2353027958814429
77,2009-06-05,Away We Go,21000000,9451946,10108016,-10891984,-0.010775590382919854,-1.2217647032685122
82,2005-06-03,The Lords of Dogtown,25000000,11273517,13424365,-11575635,-0.008622854786799973,-1.2175865792369853
87,2001-04-27,Driven,72000000,32616869,54616869,-17383131,-0.0031827402995217467,-1.2074467049550341
37,2004-04-02,Home on the Range,110000000,50026353,76482461,-33517539,-0.004382382386989352,-1.1988410788209967
50,2004-08-27,Superbabies: Baby Geniuses 2,20000000,9109322,9355369,-10644631,-0.011378098501512874,-1.1955530828748835
81,2002-07-03,The Powerpuff Girls,25000000,11411644,16425701,-8574299,-0.005220050578054477,-1.1907448216926502
49,2009-12-04,Everybody's Fine,20000000,9208876,9208876,-10791124,-0.011718177115209283,-1.1718177115209283
1,2012-03-09,A Thousand Words,40000000,18450127,20790486,-19209514,-0.009239569483849488,-1.1680067568098582
80,2011-04-15,The Conspirator,25000000,11538204,15907411,-9092589,-0.005715945228296421,-1.166715027746086
15,2006-11-17,For Your Consideration,12000000,5549923,5549923,-6450077,-0.011621921601434831,-1.162192160143483
22,2009-12-11,The Lovely Bones,95000000,44114232,94894448,-105552,-1.112309542071418e-05,-1.153500031463769
24,2006-12-25,Children of Men,76000000,35552383,69845011,-6154989,-0.0008812353111376846,-1.1376907421367508
6,2015-12-30,Anomalisa,8000000,3759286,5706168,-2293832,-0.004019916693655006,-1.1280636801775656
35,2005-12-02,Aeon Flux,55000000,25857987,53913573,-1086427,-0.00020151270627157285,-1.1270023842149817
18,2002-02-08,Collateral Damage,85000000,40048332,78353508,-6646492,-0.0008482698694230767,-1.1224354612321932
64,2007-04-06,Grindhouse,53000000,25031037,50187789,-2812211,-0.0005603376948922776,-1.1173713258463882
14,2012-06-01,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255,-1973745,-0.001968576502392967,-1.1167452008535421
3,2005-04-08,Sahara,145000000,68671925,121671925,-23328075,-0.0019172931635625884,-1.111488792545134
70,2003-06-20,Alex & Emma,30000000,14208384,15358583,-14641417,-0.00953305197491201,-1.1114294208264641
48,2017-10-27,Thank You for Your Service,20000000,9479390,9985316,-10014684,-0.01002941118738756,-1.109840401122857
47,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,-10462880,-0.010970691361752813,-1.1061211251320275
29,2005-05-27,Saving Face,2500000,1187266,1269705,-1230295,-0.009689612941588795,-1.105678087303098
8,2005-06-10,The Honeymooners,27000000,12834849,13174426,-13825574,-0.01049425151425952,-1.1036476549120289
29,2007-10-12,Lars and the Real Girl,12500000,5956480,11277119,-1222881,-0.0010843913237059927,-1.0985548511872785
46,2007-08-31,Death Sentence,20000000,9534258,16907831,-3092169,-0.001828838364897307,-1.0976986358036462
69,2004-04-30,Godsend,30000000,14334645,16910708,-13089292,-0.007740238906614672,-1.092831737374731
33,2002-11-01,I Spy,70000000,33561137,60279822,-9720178,-0.001612509406547352,-1.0857457838809215
75,2004-12-10,The Life Aquatic with Steve Zissou,50000000,24006726,34806726,-15193274,-0.004365039676526888,-1.0827496427459538
97,2004-06-11,The Chronicles of Riddick,120000000,57712751,107212751,-12787249,-0.0011926985251968772,-1.0792632116947605
75,2017-10-20,Only the Brave,38000000,18340051,24555177,-13444823,-0.00547535169467522,-1.0719680659557598
93,2003-12-25,Peter Pan,100000000,48417850,95255485,-4744515,-0.0004980831287563125,-1.065353996511617
5,2016-09-02,Morgan,8000000,3915251,7298786,-701214,-0.0009607268934861223,-1.0432917327650257
92,2009-06-05,Land of the Lost,100000000,49438370,69548641,-30451359,-0.0043784261722669745,-1.0227204092691566
75,2004-11-12,After the Sunset,57000000,28328132,38329114,-18670886,-0.004871202084138966,-1.0121340863562764
54,2005-10-14,Elizabethtown,54000000,26850426,50719373,-3280627,-0.000646819313006886,-1.0111412757473568
68,2005-08-26,The Cave,30000000,15007991,27147991,-2852009,-0.0010505414562720313,-0.9989351006407187
91,2008-08-22,The Longshots,23000000,11511323,11778396,-11221604,-0.009527276888975374,-0.9980327196100743
28,2002-02-22,Dragonfly,60000000,30063805,30063805,-29936195,-0.009957553609731036,-0.9957553609731037
46,2001-09-21,Glitter,8500000,4273372,4273372,-4226628,-0.009890615654335733,-0.9890615654335733
74,2004-02-27,Twisted,50000000,25195050,40119848,-9880152,-0.0024626593799657467,-0.9845167999269698
99,2012-02-03,Big Miracle,40000000,20157300,25268680,-14731320,-0.0058298731868859,-0.9843927510132805
76,2017-09-22,Battle of the Sexes,25000000,12638526,18445379,-6554621,-0.0035535301280608,-0.9780787727935996
13,2013-01-04,Promised Land,15000000,7597898,12394562,-2605438,-0.002102081541889096,-0.9742302410482478
65,2001-07-20,Hedwig and the Angry Inch,6000000,3067312,3740030,-2259970,-0.006042652064288254,-0.9561101055256198
91,2006-03-31,Slither,15250000,7802450,12930343,-2319657,-0.0017939640116275337,-0.9545142871790271
41,2013-12-04,Out of the Furnace,22000000,11330849,15434375,-6565625,-0.004253897550111359,-0.9416020811856199
34,2008-06-20,The Love Guru,62000000,32235793,40159017,-21840983,-0.005438624904588676,-0.9233278982775451
16,2002-09-20,The Four Feathers,35000000,18306166,29882645,-5117355,-0.0017124839518054711,-0.9119241025127818
15,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053,-14393947,-0.0069853003872211725,-0.9107775002782911
71,2002-08-09,Blood Work,50000000,26199517,26199517,-23800483,-0.009084321287297015,-0.9084321287297014
32,2007-09-14,The Brave One,70000000,36793804,69792704,-207296,-2.970167196846249e-05,-0.9024942351706825
90,2004-01-09,Chasing Liberty,23000000,12189514,12291975,-10708025,-0.008711395036192312,-0.8868676798763265
98,2002-09-13,Igby Goes Down,9000000,4777465,4777465,-4222535,-0.008838442563158496,-0.8838442563158495
25,2009-04-24,The Soloist,60000000,31853584,38522450,-21477550,-0.005575333344582185,-0.8836184964304173
88,2012-02-24,Wanderlust,32500000,17288155,24159934,-8340066,-0.003452023503044338,-0.8798998505045795
69,2003-03-28,Basic,50000000,26599248,42598498,-7401502,-0.001737503045295165,-0.8797523899923787
45,2001-12-25,Ali,109000000,58183966,87683966,-21316034,-0.002431007055497467,-0.8733683434367469
24,2002-12-06,Analyze That,60000000,32122249,54994757,-5005243,-0.0009101309421187187,-0.8678642332920089
17,2004-08-20,Exorcist: The Beginning,78000000,41814863,43957541,-34042459,-0.007744395665808512,-0.8653654323822608
73,2003-08-22,The Medallion,41000000,22108977,22108977,-18891023,-0.008544503438580627,-0.8544503438580627
31,2004-09-17,Sky Captain and the World of Tomorrow,70000000,37760080,49730854,-20269146,-0.004075768737050041,-0.8538096317592547
65,2008-04-04,Leatherheads,58000000,31373938,41348628,-16651372,-0.00402706759701918,-0.848668152528382
100,2007-09-14,Across the Universe,45000000,24343673,29367143,-15632857,-0.005323247481036885,-0.8485295953490667
11,2006-05-05,Hoot,15000000,8117637,8224998,-6775002,-0.00823708650141921,-0.8478283766569015
50,2011-05-13,Everything Must Go,5000000,2712131,2821010,-2178990,-0.007724148443288043,-0.8435687656680301
97,2008-08-22,Hamlet 2,9000000,4886216,4934104,-4065896,-0.008240393797941835,-0.841916116684158
40,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012,-9032988,-0.006966129128283371,-0.8390478680753997
28,2010-10-15,Conviction,12500000,6797696,11826980,-673020,-0.0005690548221101246,-0.8388583425913722
65,2004-04-09,The Whole Ten Yards,30000000,16323969,26323969,-3676031,-0.001396457730215379,-0.8377883466943609
74,2011-09-09,Warrior,25000000,13657115,24215385,-784615,-0.000324015083798998,-0.830547666912082
10,2002-06-21,Sunshine State,5600000,3064356,3281898,-2318102,-0.007063296909288467,-0.8274639108510891
60,2007-07-04,Rescue Dawn,10000000,5490423,7037886,-2962114,-0.004208812134780245,-0.8213532909941548
96,2019-05-17,The Sun is Also a Star,9000000,4950029,5434029,-3565971,-0.006562296594294952,-0.818171166269935
29,2012-06-15,Rock of Ages,70000000,38518613,61031932,-8968068,-0.001469405884119808,-0.8173032346725465
14,2005-02-25,Cursed,35000000,19294901,25114901,-9885099,-0.0039359498172021464,-0.8139507427376798
65,2008-02-22,Witless Protection,7500000,4151836,4151836,-3348164,-0.008064297337370744,-0.8064297337370744
59,2001-10-12,Bandits,75000000,41523271,71523271,-3476729,-0.0004860975947254984,-0.8062160854331538
63,2014-03-14,Veronica Mars,6000000,3322127,3485383,-2514617,-0.007214750860952728,-0.8060718328950097
46,2004-02-20,Welcome to Mooseport,26000000,14469428,14469428,-11530572,-0.00796892040238218,-0.7968920402382181
10,2018-10-12,Bad Times at the El Royale,32000000,17839115,29204379,-2795621,-0.0009572608957033464,-0.7938109597925682
73,2007-08-03,Hot Rod,25000000,13938332,14334401,-10665599,-0.007440561346093219,-0.7936149031318812
9,2004-04-30,Laws of Attraction,32000000,17848322,29948322,-2051678,-0.0006850727730254803,-0.7928856281279552
9,2002-05-22,The Importance of Being Earnest,15000000,8378141,8378141,-6621859,-0.007903733059636977,-0.7903733059636977
72,2002-09-13,Stealing Harvard,25000000,13973532,13973532,-11026468,-0.007890967008198071,-0.7890967008198071
13,2003-09-26,The Rundown,85000000,47641743,80831893,-4168107,-0.0005156512912545547,-0.784149668915346
58,2004-12-17,Spanglish,75000000,42044321,54344321,-20655679,-0.0038008900690837595,-0.7838318758911578
92,2002-09-06,City by the Sea,40000000,22433915,22433915,-17566085,-0.007830146900351543,-0.7830146900351543
11,2013-01-18,Broken City,35000000,19701164,34480045,-519955,-0.0001507988171129127,-0.776544776745171
59,2015-03-20,Danny Collins,10000000,5637066,8465845,-1534155,-0.001812169960588695,-0.773972488525059
57,2006-07-21,Lady in the Water,75000000,42285169,72785169,-2214831,-0.00030429701963046894,-0.7736715206222777
64,2002-03-08,Men with Brooms,7500000,4239767,4239767,-3260233,-0.007689651341689295,-0.7689651341689295
63,2010-06-04,Splice,30000000,17010170,28542494,-1457506,-0.0005106442345227435,-0.7636508041953726
3,2015-05-29,Aloha,37000000,21052030,25387091,-11612909,-0.00457433622465843,-0.7575502219975936
12,2006-10-20,Running With Scissors,12000000,6860000,8706701,-3293299,-0.0037824877643093512,-0.749271137026239
8,2003-03-21,Boat Trip,15000000,8586376,14933713,-66287,-4.438748755918907e-05,-0.7469535459430149
9,2007-06-22,Evan Almighty,175000000,100289690,174131329,-868671,-4.988596853814859e-05,-0.7449450686306838
10,2012-08-24,Premium Rush,35000000,20275446,31393201,-3606799,-0.0011489108740456253,-0.7262258990505067
39,2004-10-01,I Heart Huckabees,22000000,12784713,20034713,-1965287,-0.0009809409298750622,-0.7208051522157752
20,2013-08-30,Getaway,18000000,10501938,11813989,-6186011,-0.005236174673939513,-0.7139693645115788
26,2002-08-23,Serving Sara,29000000,16930185,20146150,-8853850,-0.004394809926462376,-0.7129168996085985
25,2004-11-12,Seed of Chucky,29000000,17016190,24716190,-4283810,-0.0017331999794466704,-0.7042592965875439
44,2004-02-27,Club Dread,8500000,5001655,7573551,-926449,-0.001223268979109007,-0.6994374861920705
68,2010-10-08,My Soul to Take,25000000,14744435,16727470,-8272530,-0.004945475914767744,-0.695554967009587
6,2016-09-23,Queen of Katwe,15000000,8874389,10055481,-4944519,-0.004917237673662751,-0.6902572109471424
