id,release_date,movie,production_budget,domestic_gross,profit,profitable,unprofitable,domestic_profit_margin
1,2014-11-14,Dumb and Dumber To,40000000,86208010,46208010,True,False,53.60059929465951
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,156124737,True,False,53.40797997536555
72,2014-01-17,The Nut Job,30000000,64251538,34251538,True,False,53.308510684989365
90,2012-01-13,The Iron Lady,14000000,29959436,15959436,True,False,53.27014834324652
34,2016-11-11,Arrival,47000000,100546139,53546139,True,False,53.255291085816836
36,2015-06-26,Max,20000000,42656255,22656255,True,False,53.113558609399725
42,2015-09-25,Hotel Transylvania 2,80000000,169700110,89700110,True,False,52.85801523640733
75,2012-08-08,Hope Springs,30000000,63536011,33536011,True,False,52.78268256406591
13,2015-03-13,Cinderella,95000000,201151353,106151353,True,False,52.77188118143058
46,2015-10-02,The Martian,108000000,228433663,120433663,True,False,52.721504098106585
44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,100173195,True,False,52.674718432321654
100,2017-12-01,The Disaster Artist,10000000,21120616,11120616,True,False,52.65289610871198
79,2012-07-05,Katy Perry: Part of Me,12000000,25326071,13326071,True,False,52.61799589837681
80,2014-12-12,Top Five,12000000,25317379,13317379,True,False,52.601728638655686
93,2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,27543354,True,False,52.420243290902214
2,2014-04-25,The Other Woman,40000000,83911193,43911193,True,False,52.33055499520785
36,2018-12-21,Aquaman,160000000,335061807,175061807,True,False,52.24761621368561
16,2014-11-14,Beyond the Lights,7000000,14618727,7618727,True,False,52.11621367578723
86,2019-02-14,Fighting With My Family,11000000,22958583,11958583,True,False,52.08763537366396
20,2014-05-09,Momsâ Night Out,5000000,10429707,5429707,True,False,52.06001472524587
50,2016-09-09,Sully,60000000,125070033,65070033,True,False,52.02687761344078
25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,2705471,True,False,51.97360623082906
91,2017-02-10,Fifty Shades Darker,55000000,114434010,59434010,True,False,51.9373654737783
97,2016-04-15,The Jungle Book,175000000,364001123,189001123,True,False,51.923225247851775
1,2016-09-16,Blair Witch,10000000,20777061,10777061,True,False,51.86999739761076
100,2018-12-14,The Mule,50000000,103804407,53804407,True,False,51.83248819098788
25,2017-12-20,The Greatest Showman,84000000,174340174,90340174,True,False,51.81833419530716
95,2012-01-27,The Grey,25000000,51580136,26580136,True,False,51.53172919125301
48,2013-05-03,Iron Man 3,200000000,408992272,208992272,True,False,51.09932052701475
32,2016-03-25,The Lobster,4500000,9196278,4696278,True,False,51.06715999668562
39,2017-11-17,The Star,20000000,40847995,20847995,True,False,51.037988523059695
98,2015-06-19,Inside Out,175000000,356461711,181461711,True,False,50.90636817371951
21,2017-03-17,The Belko Experiment,5000000,10166820,5166820,True,False,50.820413856053314
91,2014-06-27,Begin Again,8000000,16170632,8170632,True,False,50.52759842657974
20,2018-09-28,Hell Fest,5500000,11107431,5607431,True,False,50.483599673047706
50,2014-08-22,When the Game Stands Tall,15000000,30127963,15127963,True,False,50.21236583435793
99,2018-06-08,Oceanâs 8,70000000,140218711,70218711,True,False,50.077989234974496
70,2013-03-01,21 and Over,13000000,25682380,12682380,True,False,49.38163830610714
14,2014-08-01,Guardians of the Galaxy,170000000,333172112,163172112,True,False,48.975321199752756
72,2015-04-10,Ex Machina,13000000,25440971,12440971,True,False,48.90132141575886
5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000,620181382,303181382,True,False,48.88592124811641
50,2018-06-15,Tag,28000000,54730625,26730625,True,False,48.84034304377119
49,2017-05-05,Guardians of the Galaxy Vol 2,200000000,389813101,189813101,True,False,48.69336112949164
92,2013-10-11,Captain Phillips,55000000,107136417,52136417,True,False,48.663580937189636
59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,35921000,True,False,48.59376902368745
22,2016-03-11,The Perfect Match,5000000,9669521,4669521,True,False,48.291130449998505
45,2012-12-21,This is 40,35000000,67544505,32544505,True,False,48.18231327626133
43,2016-07-27,Nerve,20000000,38583626,18583626,True,False,48.16454005644778
33,2013-04-26,Pain & Gain,26000000,49875291,23875291,True,False,47.869978342582506
46,2012-09-07,The Words,6000000,11494838,5494838,True,False,47.80265715793472
99,2017-07-07,Spider-Man: Homecoming,175000000,334201140,159201140,True,False,47.636324639706494
27,2014-03-07,The Grand Budapest Hotel,31000000,59076019,28076019,True,False,47.5252386251687
28,2015-07-29,Vacation,31000000,58884188,27884188,True,False,47.354288047582486
6,2015-09-25,The Intern,40000000,75764672,35764672,True,False,47.204945333888595
84,2017-11-22,Darkest Hour,30000000,56443120,26443120,True,False,46.84914653902902
40,2017-04-07,Going in Style,24000000,45018541,21018541,True,False,46.68863213492414
60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,33091594,True,False,46.54782955070609
94,2018-02-23,Game Night,37000000,69179066,32179066,True,False,46.51561210728112
95,2017-11-10,Murder on the Orient Express,55000000,102826543,47826543,True,False,46.51186513194361
84,2015-01-30,Project Almanac,12000000,22348241,10348241,True,False,46.30449886413879
18,2015-01-09,Taken 3,48000000,89256424,41256424,True,False,46.2223581800678
67,2015-04-03,Furious 7,190000000,353007020,163007020,True,False,46.176707760655866
100,2016-08-05,Suicide Squad,175000000,325100054,150100054,True,False,46.17041804613173
90,2013-07-26,Blue Jasmine,18000000,33404871,15404871,True,False,46.11564283544157
96,2014-09-26,The Equalizer,55000000,101530738,46530738,True,False,45.82921282419911
48,2016-02-19,Risen,20000000,36880033,16880033,True,False,45.77011360049488
3,2018-10-05,Venom,116000000,213511408,97511408,True,False,45.67035031683178
2,2014-02-28,Non-Stop,50000000,91742160,41742160,True,False,45.49943014204156
7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,8297124,True,False,45.346602012425556
97,2018-02-09,Fifty Shades Freed,55000000,100407760,45407760,True,False,45.223357238524194
66,2012-12-19,Zero Dark Thirty,52500000,95720716,43220716,True,False,45.15293847154256
10,2015-10-16,Bridge of Spies,40000000,72313754,32313754,True,False,44.685488185276625
4,2013-08-09,Disney Planes,50000000,90282580,40282580,True,False,44.61833057938752
2,2014-08-15,The Giver,25000000,45090374,20090374,True,False,44.55579366008364
57,2017-09-08,Home Again,15000000,27020284,12020284,True,False,44.48614973847055
20,2015-08-28,We Are Your Friends,2000000,3591417,1591417,True,False,44.311674194336106
59,2017-03-03,Logan,127000000,226277068,99277068,True,False,43.87411807899155
82,2014-12-25,Unbroken,65000000,115637895,50637895,True,False,43.790052560192315
95,2014-03-21,Divergent,85000000,150947895,65947895,True,False,43.689178308846245
88,2018-05-11,Life of the Party,30000000,53059911,23059911,True,False,43.46013886076816
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,121723902,True,False,43.20680678347271
82,2017-11-03,Thor: Ragnarok,180000000,315058289,135058289,True,False,42.867714869104745
92,2015-07-24,Southpaw,30000000,52421953,22421953,True,False,42.77206726731452
96,2012-09-28,Hotel Transylvania,85000000,148313048,63313048,True,False,42.68879161596086
7,2017-07-28,The Emoji Movie,50000000,86089513,36089513,True,False,41.92091666263695
6,2015-11-20,The Night Before,25000000,43035725,18035725,True,False,41.90872815550337
94,2017-07-28,Atomic Blonde,30000000,51573925,21573925,True,False,41.831070642771515
55,2013-01-04,Texas Chainsaw 3D,20000000,34341945,14341945,True,False,41.7621803307879
57,2014-09-19,This is Where I Leave You,20000000,34296320,14296320,True,False,41.68470553108905
16,2018-09-21,The House with a Clock in its Walls,40000000,68549695,28549695,True,False,41.64817217640429
83,2015-06-05,Spy!,65000000,110825712,45825712,True,False,41.34935041067004
14,2012-07-13,Ice Age: Continental Drift,95000000,161321843,66321843,True,False,41.11150837769688
17,2016-11-04,Hacksaw Ridge,40000000,67209615,27209615,True,False,40.48470594571923
68,2016-10-07,The Girl on the Train,45000000,75395035,30395035,True,False,40.314372159917426
90,2013-01-11,Quartet,11000000,18388357,7388357,True,False,40.17953860695657
48,2013-07-12,Grown Ups 2,80000000,133668525,53668525,True,False,40.15045800797159
47,2016-01-15,The Lady in the Van,6000000,10021175,4021175,True,False,40.126781540088864
38,2018-11-02,Nobodyâs Fool,19000000,31713110,12713110,True,False,40.08786902325253
61,2014-08-27,The November Man,15000000,25018119,10018119,True,False,40.043454106201985
41,2018-07-06,Ant-Man and the Wasp,130000000,216648740,86648740,True,False,39.99503528153453
62,2016-11-23,Moana,150000000,248757044,98757044,True,False,39.7002000072006
97,2019-04-05,Shazam!,85000000,139606856,54606856,True,False,39.114738032636446
9,2017-12-22,The Post,50000000,81903458,31903458,True,False,38.95251651035296
17,2016-05-06,Captain America: Civil War,250000000,408084349,158084349,True,False,38.7381553317057
11,2012-07-20,The Dark Knight Rises,275000000,448139099,173139099,True,False,38.635124537526686
69,2012-12-25,Django Unchained,100000000,162805434,62805434,True,False,38.57698877544837
78,2013-02-01,The Gatekeepers,1500000,2408553,908553,True,False,37.72194342412229
86,2016-11-18,The Edge of Seventeen,9000000,14431633,5431633,True,False,37.63699506493825
61,2013-04-12,Scary Movie V,20000000,32015787,12015787,True,False,37.530818780122445
62,2016-12-23,Why Him?,38000000,60323786,22323786,True,False,37.00660631612214
17,2016-10-07,The Birth of a Nation,10000000,15861566,5861566,True,False,36.954522649276875
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,20340730,True,False,36.7554421490284
30,2019-02-13,Isnât it Romantic,31000000,48791187,17791187,True,False,36.463935587383844
41,2013-05-31,Now You See Me,75000000,117723989,42723989,True,False,36.29165929808919
100,2015-09-18,Sicario,30000000,46889293,16889293,True,False,36.01950876077402
87,2016-12-02,Jackie,9000000,13960394,4960394,True,False,35.53190547487413
13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,41793567,True,False,34.88798943602706
48,2012-04-27,Bernie,6000000,9204489,3204489,True,False,34.81441500989354
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,66204754,True,False,34.62505644603377
16,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,89746958,True,False,34.55168780070949
99,2018-04-20,I Feel Pretty,32000000,48795601,16795601,True,False,34.4203179298888
52,2012-11-08,Skyfall,200000000,304360277,104360277,True,False,34.288402556553066
98,2016-05-13,Money Monster,27000000,41012075,14012075,True,False,34.1657304586515
15,2013-12-25,August: Osage County,25000000,37738810,12738810,True,False,33.75519789839691
3,2018-01-19,Den of Thieves,30000000,44947622,14947622,True,False,33.25564587154355
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,71391482,True,False,32.991817117829065
40,2013-05-24,Fast and Furious 6,160000000,238679850,78679850,True,False,32.964596718156145
95,2015-08-07,Ricki and the Flash,18000000,26839498,8839498,True,False,32.9346621907757
5,2017-11-10,Daddyâs Home 2,70000000,104029443,34029443,True,False,32.71135749520451
99,2012-02-10,Safe House,85000000,126181630,41181630,True,False,32.636787145640774
4,2012-04-13,The Three Stooges,30000000,44338224,14338224,True,False,32.3382912224901
43,2013-10-04,Grace Unplugged,1700000,2507159,807159,True,False,32.194168778286496
77,2016-05-20,The Angry Birds Movie,73000000,107509366,34509366,True,False,32.098939175215676
9,2016-07-22,Donât Think Twice,3000000,4417983,1417983,True,False,32.09570973903702
48,2012-08-31,"For a Good Time, Call",850000,1251749,401749,True,False,32.095012658288525
3,2014-05-02,Ida,2600000,3827060,1227060,True,False,32.06273222787205
91,2013-11-15,Nebraska,12000000,17654912,5654912,True,False,32.03024744614983
69,2017-08-04,Kidnap,21000000,30718107,9718107,True,False,31.636412360957006
98,2015-11-13,Love the Coopers,18000000,26302731,8302731,True,False,31.566041564277107
17,2014-05-16,Million Dollar Arm,25000000,36447959,11447959,True,False,31.40905365921861
93,2017-08-04,Columbus,700000,1017107,317107,True,False,31.177349089132218
23,2014-12-25,Big Eyes,10000000,14482031,4482031,True,False,30.948911792827953
75,2016-03-11,Eye in the Sky,13000000,18704596,5704596,True,False,30.498365214624258
38,2012-08-29,Lawless,26000000,37397291,11397291,True,False,30.47624759772038
6,2014-10-24,John Wick,30000000,43037835,13037835,True,False,30.293891409732854
59,2018-06-29,Sicario: Day of the Soldado,35000000,50065850,15065850,True,False,30.092068745462225
67,2013-03-29,The Place Beyond the Pines,15000000,21403519,6403519,True,False,29.91806627685849
28,2013-02-15,Escape From Planet Earth,40000000,57012977,17012977,True,False,29.84053437518269
8,2015-04-24,The Age of Adaline,30000000,42629776,12629776,True,False,29.626653445235085
21,2018-09-07,Peppermint,25000000,35418723,10418723,True,False,29.415862903922314
9,2013-03-22,Olympus Has Fallen,70000000,98927592,28927592,True,False,29.2411767184225
19,2015-05-29,San Andreas,110000000,155190832,45190832,True,False,29.119524277052655
28,2016-11-04,Doctor Strange,165000000,232641920,67641920,True,False,29.07555095831396
10,2016-06-24,Swiss Army Man,3000000,4210454,1210454,True,False,28.74877626023227
20,2018-11-16,Instant Family,48000000,67363237,19363237,True,False,28.7445168349021
11,2012-04-13,The Cabin in the Woods,30000000,42073277,12073277,True,False,28.69583227377321
71,2017-03-31,The Boss Baby,125000000,175003033,50003033,True,False,28.572666509157013
71,2019-05-31,Rocketman,41000000,57342725,16342725,True,False,28.50008436118095
73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,13009673,True,False,28.275951885161195
21,2013-11-22,Delivery Man,22000000,30659817,8659817,True,False,28.24484242681553
81,2016-10-21,Iâm Not Ashamed,1500000,2082980,582980,True,False,27.987786728629178
4,2015-05-01,Avengers: Age of Ultron,330600000,459005868,128405868,True,False,27.974777002197275
26,2013-03-22,The Croods,135000000,187168425,52168425,True,False,27.872449639943277
43,2015-07-17,Ant-Man,130000000,180202163,50202163,True,False,27.85880156166605
5,2015-01-16,Paddington,55000000,76223578,21223578,True,False,27.843849051536257
76,2013-03-22,Admission,13000000,18007317,5007317,True,False,27.807124181797878
58,2015-10-16,Goosebumps,58000000,80069458,22069458,True,False,27.56289170834652
66,2013-11-08,Thor: The Dark World,150000000,206362140,56362140,True,False,27.3122482641438
70,2016-04-29,Keanu,15000000,20591853,5591853,True,False,27.15565714265734
22,2016-02-05,"Hail, Caesar!",22000000,30080225,8080225,True,False,26.86224920192585
77,2012-09-21,The Perks of Being a Wallflower,13000000,17742948,4742948,True,False,26.731454096579665
44,2015-03-27,Home,130000000,177397510,47397510,True,False,26.718249878479128
29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,34261724,True,False,26.71235262672752
31,2014-11-26,Horrible Bosses 2,40000000,54445357,14445357,True,False,26.531843661159204
27,2015-12-25,The Revenant,135000000,183637894,48637894,True,False,26.485761157770625
14,2013-05-17,Frances Ha,3000000,4067398,1067398,True,False,26.24277240633938
81,2019-05-24,Aladdin,182000000,246734314,64734314,True,False,26.236445571976663
62,2015-05-22,Poltergeist,35000000,47425125,12425125,True,False,26.199456511711883
86,2016-07-29,Jason Bourne,120000000,162192920,42192920,True,False,26.014033164949495
29,2014-11-07,Big Hero 6,165000000,222527828,57527828,True,False,25.851970298294557
25,2014-12-10,The Gambler,25000000,33680992,8680992,True,False,25.77415772077022
53,2013-06-21,Monsters University,200000000,268488329,68488329,True,False,25.508866346290976
84,2014-05-30,Maleficent,180000000,241407328,61407328,True,False,25.437226164070708
38,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,20697192,True,False,25.334031064372446
68,2012-12-21,Jack Reacher,60000000,80070736,20070736,True,False,25.066256416076904
63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,11697321,True,False,25.04923355239158
58,2016-04-22,The Meddler,3200000,4267219,1067219,True,False,25.009707727679313
26,2012-08-17,Robot & Frank,2500000,3317468,817468,True,False,24.64132284019017
48,2013-09-20,Prisoners,46000000,61002302,15002302,True,False,24.593009621177902
21,2018-07-20,The Equalizer 2,77000000,102084362,25084362,True,False,24.572188637472212
43,2018-08-03,Christopher Robin,75000000,99215042,24215042,True,False,24.406623745621154
45,2018-12-19,Mary Poppins Returns,130000000,171958438,41958438,True,False,24.40033678370584
89,2014-12-19,Annie,65000000,85911262,20911262,True,False,24.340536401385886
18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,80360194,True,False,24.325023250228504
7,2015-11-06,The Peanuts Movie,99000000,130178411,31178411,True,False,23.950523562620532
10,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,24860290,True,False,23.936280170217124
64,2018-01-19,12 Strong,35000000,45819713,10819713,True,False,23.61366383940467
56,2016-12-21,Dangal,9500000,12391761,2891761,True,False,23.33615859763596
93,2018-10-26,Indivisible,2700000,3511417,811417,True,False,23.107964676368542
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000,195042377,45042377,True,False,23.093636210145245
76,2013-08-23,The World's End,20000000,26004851,6004851,True,False,23.091272470663263
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,54037575,True,False,23.089273164789883
27,2016-04-29,Motherâs Day,25000000,32492859,7492859,True,False,23.06001758724894
36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,11853450,True,False,22.859520436923674
29,2013-06-14,Man of Steel,225000000,291045518,66045518,True,False,22.692504751095324
78,2018-10-05,The Hate U Give,23000000,29719483,6719483,True,False,22.6096900810825
23,2015-09-18,Captive,2000000,2583301,583301,True,False,22.579676158527402
29,2017-02-17,Fist Fight,25000000,32187017,7187017,True,False,22.32893156889935
49,2018-06-13,Superfly,16000000,20537137,4537137,True,False,22.092353963456542
77,2012-06-22,Brave,185000000,237282182,52282182,True,False,22.03375810156702
95,2013-11-01,About Time,12000000,15323921,3323921,True,False,21.691060662607175
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,1352306,True,False,21.288426596577683
69,2017-07-21,Dunkirk,150000000,190068280,40068280,True,False,21.08099257803564
98,2016-02-12,How to be Single,37000000,46843513,9843513,True,False,21.01360971795604
41,2014-05-16,Godzilla,160000000,200676069,40676069,True,False,20.269516541107848
62,2018-12-21,Bumblebee,102000000,127195589,25195589,True,False,19.808539901489823
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000,160791800,31791800,True,False,19.772028175566167
96,2018-12-14,If Beale Street Could Talk,12000000,14915773,2915773,True,False,19.548252712078686
39,2013-08-02,2 Guns,61000000,75612460,14612460,True,False,19.325465670605084
92,2018-07-27,Mission: ImpossibleâFallout,178000000,220159104,42159104,True,False,19.149380259105705
81,2018-12-25,On the Basis of Sex,20000000,24622687,4622687,True,False,18.774096425788137
22,2013-09-13,The Family,30000000,36918811,6918811,True,False,18.740611662710375
73,2016-11-04,Trolls,125000000,153707064,28707064,True,False,18.676476703764248
17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,38545589,True,False,18.483051684205126
99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,32002924,True,False,18.08044933766179
18,2012-05-25,Les Intouchables,10800000,13182281,2382281,True,False,18.071842043118338
81,2016-12-09,Office Christmas Party,45000000,54767494,9767494,True,False,17.834473127435775
19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,53003568,True,False,17.49272074578343
23,2018-02-09,The 15:17 to Paris,30000000,36276286,6276286,True,False,17.301346670384063
94,2013-12-06,Inside Llewyn Davis,11000000,13248209,2248209,True,False,16.96990891372562
68,2013-05-16,Star Trek Into Darkness,190000000,228778661,38778661,True,False,16.950296339045362
2,2017-11-22,Coco,175000000,209726015,34726015,True,False,16.55780042356691
55,2015-06-26,Ted 2,68000000,81476385,13476385,True,False,16.540234326792973
25,2018-06-08,Hearts Beat Loud,2000000,2386254,386254,True,False,16.186625564587846
97,2017-07-14,Wish Upon,12000000,14301505,2301505,True,False,16.092746882233723
31,2012-07-03,The Amazing Spider-Man,220000000,262030663,42030663,True,False,16.040360513074763
23,2012-10-12,Middle of Nowhere,200000,236806,36806,True,False,15.542680506406088
22,2015-03-20,The Divergent Series: Insurgent,110000000,130179072,20179072,True,False,15.501010792272355
24,2014-07-18,Planes: Fire and Rescue,50000000,59157732,9157732,True,False,15.48019454160278
68,2012-08-17,Compliance,270000,319285,49285,True,False,15.436052429647493
59,2015-09-18,Black Mass,53000000,62575678,9575678,True,False,15.302555730998233
43,2014-06-20,Jersey Boys,40000000,47047013,7047013,True,False,14.978661875940988
26,2013-10-18,Carrie,30000000,35266619,5266619,True,False,14.933722452951898
54,2013-03-08,Oz the Great and Powerful,200000000,234770996,34770996,True,False,14.810601220944687
91,2016-08-12,Peteâs Dragon,65000000,76233151,11233151,True,False,14.735257368542984
82,2014-02-14,Endless Love,20000000,23438250,3438250,True,False,14.669397245954796
55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,33921534,True,False,14.501244678055164
76,2013-12-25,The Wolf of Wall Street,100000000,116900694,16900694,True,False,14.457308525473767
37,2014-06-27,Transformers: Age of Extinction,210000000,245439076,35439076,True,False,14.439052076613912
12,2014-09-12,Dolphin Tale 2,36000000,42024533,6024533,True,False,14.33575240443481
36,2014-04-11,Draft Day,25000000,28842237,3842237,True,False,13.321563788550797
8,2013-07-26,The Wolverine,115000000,132556852,17556852,True,False,13.244771383074186
26,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,303792,True,False,13.186607124254273
76,2014-07-25,A Most Wanted Man,15000000,17237855,2237855,True,False,12.9822126940968
3,2018-11-21,Ralph Breaks The Internet,175000000,201091711,26091711,True,False,12.975030581941787
31,2012-11-02,Wreck-It Ralph,165000000,189412677,24412677,True,False,12.88861832621689
32,2014-11-05,Interstellar,165000000,188017894,23017894,True,False,12.242395396684955
4,2017-04-28,The Circle,18000000,20497844,2497844,True,False,12.185886476646033
26,2012-04-06,American Reunion,50000000,56758835,6758835,True,False,11.907987540618127
28,2018-03-02,Death Wish,30000000,34017028,4017028,True,False,11.808874073302347
41,2013-11-08,The Book Thief,19000000,21488481,2488481,True,False,11.580534706012957
80,2015-10-16,Room,13000000,14677674,1677674,True,False,11.430108067531682
86,2012-01-13,Joyful Noise,27500000,30932113,3432113,True,False,11.09563061534141
14,2014-02-07,The Monuments Men,70000000,78031620,8031620,True,False,10.292776184833789
27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,5703475,True,False,10.238993168738574
36,2012-10-12,Seven Psychopaths,13500000,15024049,1524049,True,False,10.144063028548429
38,2017-02-03,Rings,25000000,27793018,2793018,True,False,10.049351243538934
80,2014-01-10,Her,23000000,25568251,2568251,True,False,10.04468784352907
81,2015-10-16,Woodlawn,13000000,14394097,1394097,True,False,9.685199425847971
66,2013-09-06,Riddick,38000000,42025135,4025135,True,False,9.577922831181864
87,2017-06-16,Rough Night,20000000,22105643,2105643,True,False,9.525364179635037
61,2015-04-10,The Longest Ride,34000000,37446117,3446117,True,False,9.202868751384823
86,2012-05-18,What to Expect When You're Expecting,37500000,41152203,3652203,True,False,8.874866310316364
64,2014-02-21,3 Days to Kill,28000000,30697999,2697999,True,False,8.788843207663144
51,2017-05-12,Snatched,42000000,45852178,3852178,True,False,8.401297752966064
57,2013-05-23,The Hangover 3,103000000,112200072,9200072,True,False,8.199702403043021
30,2015-06-03,Entourage,30000000,32363404,2363404,True,False,7.302705240771336
52,2012-10-12,Here Comes the Boom,42000000,45290318,3290318,True,False,7.2649478857710825
60,2015-11-20,Carol,11800000,12711491,911491,True,False,7.1706065008424265
77,2013-05-24,Epic,100000000,107518682,7518682,True,False,6.992907520945987
68,2014-10-17,Fury,80000000,85817906,5817906,True,False,6.779361407396727
32,2013-02-08,Side Effects,30000000,32172757,2172757,True,False,6.7534063058381975
8,2019-02-08,The LEGO Movie 2: The Second Part,99000000,105806508,6806508,True,False,6.432976693645348
48,2014-05-30,A Million Ways to Die in The West,40000000,42720965,2720965,True,False,6.369156221073189
69,2013-06-21,World War Z,190000000,202359711,12359711,True,False,6.107792375726411
74,2012-07-27,Step Up Revolution,33000000,35074677,2074677,True,False,5.915028098476858
50,2018-11-16,Widows,40000000,42402632,2402632,True,False,5.666233171563501
73,2017-09-22,Victoria and Abdul,21000000,22245070,1245070,True,False,5.597060382367868
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,2853219,True,False,5.398382641556799
88,2012-07-06,Savages,45000000,47323100,2323100,True,False,4.9090190625719785
45,2015-12-18,Saul fia,1700000,1777043,77043,True,False,4.335460650079936
21,2016-04-22,Compadres,3000000,3127773,127773,True,False,4.0851110358712095
79,2012-11-02,The Man with the Iron Fists,15000000,15634090,634090,True,False,4.055816488199825
80,2016-03-04,London Has Fallen,60000000,62524260,2524260,True,False,4.037248901466406
88,2012-11-21,Life of Pi,120000000,124987022,4987022,True,False,3.9900318610679433
69,2018-09-28,Smallfoot,80000000,83240103,3240103,True,False,3.892478364665166
15,2016-09-23,Storks,70000000,72679278,2679278,True,False,3.68644003315498
55,2016-09-23,The Magnificent Seven,90000000,93432655,3432655,True,False,3.6739349855786503
21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,8366855,True,False,3.238362366565944
78,2018-08-17,Mile 22,35000000,36108758,1108758,True,False,3.07060685942175
42,2014-10-17,The Best of Me,26000000,26766213,766213,True,False,2.862612652749943
90,2014-05-23,Blended,45000000,46290741,1290741,True,False,2.7883351446026756
65,2013-08-16,Kick-Ass 2,28000000,28795985,795985,True,False,2.764222164999739
32,2017-09-29,American Made,50000000,51342000,1342000,True,False,2.6138444158778387
11,2016-01-29,Kung Fu Panda 3,140000000,143528619,3528619,True,False,2.458477636435699
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,3636354,True,False,2.3668577815898963
34,2019-04-05,The Best of Enemies,10000000,10205616,205616,True,False,2.0147338485006685
22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,5119788,True,False,2.0068172838086555
34,2014-07-02,Deliver Us from Evil,30000000,30577122,577122,True,False,1.887430739884545
35,2014-08-01,Get on Up,30000000,30569935,569935,True,False,1.864364448272461
56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,2853933,True,False,1.4068906418491773
16,2013-11-01,Free Birds,55000000,55750480,750480,True,False,1.3461408762758635
49,2014-04-11,Rio 2,130000000,131538435,1538435,True,False,1.1695707038022765
75,2012-06-08,Prometheus,125000000,126477084,1477084,True,False,1.1678668999041755
94,2015-11-20,Secret in Their Eyes,20000000,20180155,180155,True,False,0.89273347999557
35,2014-10-17,The Book of Life,50000000,50151543,151543,True,False,0.3021701645351171
81,2019-02-01,Miss Bala,15000000,14998027,-1973,False,True,-0.013155063662707103
91,2017-06-16,All Eyez on Me,45000000,44922302,-77698,False,True,-0.17296086028716873
82,2012-11-30,Killing Them Softly,15000000,14945541,-54459,False,True,-0.3643829286607959
95,2017-10-20,Same Kind of Different as Me,6500000,6423605,-76395,False,True,-1.1892854557526498
79,2015-05-08,Hot Pursuit,35000000,34580201,-419799,False,True,-1.2139865815123516
80,2015-12-25,Concussion,35000000,34531832,-468168,False,True,-1.355757783137599
11,2018-05-18,First Reformed,3500000,3448256,-51744,False,True,-1.5005846433675458
53,2012-03-16,Casa de mi Padre,6000000,5909483,-90517,False,True,-1.5317245180331343
81,2017-10-13,The Foreigner,35000000,34393507,-606493,False,True,-1.7633938871078194
51,2016-06-03,The Fits,170000,166425,-3575,False,True,-2.1481147664112967
85,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,-1302924,False,True,-2.219742598421768
58,2018-03-09,A Wrinkle in Time,103000000,100478608,-2521392,False,True,-2.5093818974880704
26,2014-03-07,300: Rise of an Empire,110000000,106580051,-3419949,False,True,-3.2088078096340933
86,2017-05-25,Baywatch,60000000,58060186,-1939814,False,True,-3.341039933974721
52,2017-07-14,War for the Planet of the Apes,152000000,146880162,-5119838,False,True,-3.4857246412895435
54,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,-3765162,False,True,-3.756340684662951
54,2014-07-18,Sex Tape,40000000,38543473,-1456527,False,True,-3.7789199743365107
