id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,profit_margin,domestic_profit_margin,cost_revenue_ratio_in_%
33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,52848446,0.7676055026717669,0.6484479658825782,284.4529125
90,2006-10-06,Employee of the Month,10000000,28444855,38364855,28364855,0.7393447727092934,0.6484425742370633,284.44854999999995
33,2004-11-05,The Incredibles,92000000,261441092,614726752,522726752,0.85034000927944,0.648104284998932,284.1751
18,2013-10-18,12 Years a Slave,20000000,56671993,181025343,161025343,0.8895182317096894,0.6470919948059706,283.359965
84,2011-01-21,No Strings Attached,25000000,70662220,149228078,124228078,0.8324712055863911,0.6462041526575304,282.64887999999996
3,2013-03-15,Spring Breakers,5000000,14124286,31149251,26149251,0.8394824967059402,0.6459998048750925,282.48571999999996
19,2002-12-13,Drumline,20000000,56398162,56398162,36398162,0.6453785142856251,0.6453785142856251,281.99081
20,2016-06-03,Me Before You,20000000,56245075,208265198,188265198,0.9039685929667424,0.6444133108543282,281.225375
46,2007-03-02,Wild Hogs,60000000,168213584,253555383,193555383,0.7633653078467674,0.6433106139632576,280.35597333333334
73,2012-11-09,Lincoln,65000000,182207973,273346281,208346281,0.7622063861187123,0.6432647873208052,280.3199584615385
73,2015-01-16,The Wedding Ringer,23000000,64460211,80171596,57171596,0.7131153532231042,0.6431907428909905,280.26178695652175
4,2017-06-09,It Comes at Night,5000000,13985117,19720203,14720203,0.7464529143031641,0.6424770704456745,279.70234
60,2009-12-04,Up in the Air,30000000,83823381,166842739,136842739,0.8201899574424992,0.6421046294947229,279.41127
87,2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,167851995,127851995,0.7616948192960113,0.6420922140283908,279.40157750000003
34,2011-11-25,The Artist,16000000,44667095,128256712,112256712,0.875250193533731,0.6417944798066675,279.16934375
6,2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977,157737977,0.8141820176020523,0.6398835743595904,277.6879722222222
91,2015-08-21,Sinister 2,10000000,27740955,54104225,44104225,0.8151715508354477,0.6395221433436592,277.40955
68,2008-07-18,Mamma Mia!,52000000,144130063,615748772,563748772,0.9155499736830981,0.6392147556335974,277.1731980769231
27,2012-05-04,The Avengers,225000000,623279547,1517935897,1292935897,0.851772396683758,0.6390062836443436,277.013132
55,2017-06-02,Wonder Woman,150000000,412563408,821133378,671133378,0.8173256574159137,0.6364195246321991,275.042272
36,2014-10-03,Gone Girl,61000000,167767189,368567189,307567189,0.834494220265494,0.6364008936216962,275.0281786885246
22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,4416951,0.6385690747267112,0.635194720654735,274.11884
97,2004-02-06,What the #$'! Do We Know,4000000,10941801,10941801,6941801,0.6344294691522904,0.6344294691522904,273.545025
29,2012-09-21,End of Watch,15000000,41003371,57586606,42586606,0.7395227633314593,0.6341764192997693,273.3558066666667
21,2019-02-08,What Men Want,20000000,54611903,69911903,49911903,0.713925681582434,0.6337794711163974,273.05951500000003
5,2002-03-15,Y Tu MamÃ¡ TambiÃ©n,5000000,13649881,33649881,28649881,0.851411064425458,0.6336964402839849,272.99762
83,2017-12-08,"I, Tonya",11000000,30014534,53797409,42797409,0.7955291861732599,0.6335108850932019,272.8594
79,2007-06-22,Sicko,9000000,24538513,36535837,27535837,0.7536665165218469,0.6332296093084369,272.65014444444444
31,2009-09-11,I Can Do Bad All By Myself,19000000,51733921,51733921,32733921,0.6327361307100616,0.6327361307100616,272.28379473684214
74,2002-03-15,Ice Age,65000000,176387405,386116343,321116343,0.8316569573435538,0.6314929628904059,271.36523846153847
11,2014-02-28,Son of God,22000000,59700064,70949793,48949793,0.6899215759516028,0.6314911823210105,271.36392727272727
36,2014-06-20,Think Like a Man Too,24000000,65028687,70027933,46027933,0.6572796172635854,0.6309321146219667,270.9528625
6,2004-09-24,Shaun of the Dead,5000000,13542874,30332385,25332385,0.8351596816405965,0.6308021473137829,270.85748
32,2004-07-16,A Cinderella Story,19000000,51438175,70164105,51164105,0.7292062657964496,0.6306245312941215,270.72723684210524
99,2013-05-24,Before Midnight,3000000,8110621,23251930,20251930,0.8709784521112871,0.6301146361049296,270.35403333333335
6,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,541695615,0.8248808163581235,0.629840328567887,270.15368695652177
22,2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202,34404202,0.6323813370151078,0.6298356261037029,270.15025499999996
61,2004-06-25,The Notebook,30000000,81001787,116025023,86025023,0.7414350868088171,0.6296378004598837,270.00595666666663
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,641575131,0.836937052944912,0.6292296205727255,269.708708
14,2001-03-30,Amores Perros,2000000,5383834,20883834,18883834,0.904232144346675,0.6285175211568559,269.1917
15,2002-10-18,The Ring,48000000,129094024,248218486,200218486,0.8066219773816524,0.6281779859925971,268.9458833333333
79,2010-10-29,Saw 3D,17000000,45710178,133735284,116735284,0.8728832100883713,0.6280915817041886,268.8834
7,2008-10-31,The Haunting of Molly Hartley,5000000,13442412,15318257,10318257,0.6735921064648543,0.6280429434836545,268.84824
98,2016-05-13,The Darkness,4000000,10753574,10898293,6898293,0.6329700440243257,0.6280306435795207,268.83935
43,2005-08-03,Junebug,1000000,2678010,3553253,2553253,0.7185677462314111,0.6265883995952218,267.801
24,2018-09-14,A Simple Favor,20000000,53548586,97628717,77628717,0.7951422428300476,0.6265074114188561,267.74293
56,2013-11-22,Frozen,150000000,400738009,1272469910,1122469910,0.8821190200088896,0.6256906092478989,267.1586726666667
35,2009-01-09,The Unborn,16000000,42670410,78208812,62208812,0.795419472680393,0.6250328975043831,266.69006249999995
16,2018-09-28,Night School,29000000,77339130,103008792,74008792,0.718470633069845,0.6250281067294137,266.6866551724138
68,2015-07-24,Paper Towns,12000000,32000304,85450484,73450484,0.8595677936710107,0.6250035624661566,266.6692
85,2012-01-13,Contraband,25000000,66528000,98406855,73406855,0.745952657464767,0.6242183742183742,266.11199999999997
45,2016-12-16,Rogue One: A Star Wars Story,200000000,532177324,1049102856,849102856,0.8093609231390748,0.6241854153109312,266.088662
92,2016-01-08,The Forest,10000000,26594261,40749230,30749230,0.7545965899232943,0.6239790231433767,265.94261
69,2008-05-30,Sex and the City,57500000,152647258,415247258,357747258,0.8615282849140451,0.6233145570161502,265.47349217391303
62,2009-04-10,Hannah Montana the Movie,30000000,79576189,169173206,139173206,0.8226669535363655,0.6230028055251553,265.25396333333333
39,2001-04-06,Along Came a Spider,28000000,74058698,105159085,77159085,0.7337367475192467,0.6219215196032747,264.49535000000003
69,2008-10-10,Quarantine,12000000,31691811,41924774,29924774,0.7137730545667342,0.6213532890247263,264.09842499999996
70,2002-08-21,One Hour Photo,12000000,31597131,52223306,40223306,0.7702175346769505,0.6202186837786,263.30942500000003
99,2006-07-28,Scoop,4000000,10525717,40103262,36103262,0.9002574902759779,0.6199783824702868,263.142925
64,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,262233381,879225135,779225135,0.8862634881337874,0.6186602955784641,262.233381
93,2009-11-06,The Fourth Kind,10000000,26218170,49486874,39486874,0.7979262137268966,0.6185851262693011,262.1817
8,2016-07-15,Hillaryâs America: The Secret History of the Democratic Party,5000000,13099931,13099931,8099931,0.6183186003040779,0.6183186003040779,261.99862
71,2008-02-01,The Eye,12000000,31418697,57577765,45577765,0.7915862138796115,0.6180618184134116,261.822475
80,2015-02-20,"McFarland, USA",17000000,44480275,45707924,28707924,0.628073241742504,0.6178081183176138,261.6486764705882
61,2019-04-05,Pet Sematary,21000000,54724696,109501146,88501146,0.8082211851919796,0.6162610021625338,260.59379047619046
32,2006-03-31,Ice Age: The Meltdown,75000000,195330621,651899282,576899282,0.8849515529915861,0.6160356240304995,260.440828
25,2015-01-09,Selma,20000000,52076908,66776576,46776576,0.7004937779379403,0.6159526214574798,260.38454
72,2004-04-07,Johnson Family Vacation,12000000,31203964,31286759,19286759,0.6164511638933262,0.6154334750546437,260.0330333333333
73,2001-12-21,How High,12000000,31155435,31222395,19222395,0.6156604898503142,0.6148344582574437,259.628625
61,2003-03-28,Raising Victor Vargas,800000,2073984,2900578,2100578,0.7241929022422426,0.6142689625378016,259.248
33,2005-05-27,Madagascar,75000000,193595521,556559566,481559566,0.8652435344180212,0.612594343027182,258.12736133333334
93,2002-06-07,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,73826768,46826768,0.6342789921400867,0.6119939510144375,257.72794074074073
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,462079962,0.8766790531111103,0.6119405116505846,257.6924492307692
40,2017-11-01,A Bad Moms Christmas,28000000,72110659,127710550,99710550,0.7807542133363296,0.6117078891208025,257.53806785714283
86,2017-01-27,A Dogâs Purpose,25000000,64321890,203671625,178671625,0.8772533974725247,0.6113298287721334,257.28756000000004
1,2009-07-31,The Collector,3000000,7712114,10473836,7473836,0.7135719902431162,0.6110016008580786,257.0704666666667
90,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311262102,271262102,0.8714909404550639,0.6096418768699617,256.17502
63,2008-01-18,27 Dresses,30000000,76808654,160247805,130247805,0.8127899474192487,0.6094190115608588,256.02884666666665
41,2013-02-14,Safe Haven,28000000,71399120,94050951,66050951,0.7022890284224771,0.6078383038894597,254.99685714285712
91,2016-06-17,Central Intelligence,50000000,127440871,217194805,167194805,0.769791915603138,0.6076611874380551,254.88174199999997
92,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754,122185754,0.7096159302470517,0.6073895782992661,254.70541400000002
63,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000,317871467,975047606,850047606,0.8718011313183,0.6067592943156487,254.2971736
93,2011-06-10,Super 8,50000000,127004179,257972745,207972745,0.8061810754465555,0.6063121670980606,254.00835800000002
38,2013-09-27,Baggage Claim,8500000,21569509,22885836,14385836,0.6285912387032748,0.6059251974627703,253.7589294117647
92,2002-01-18,Snow Dogs,32000000,81150692,116898028,84898028,0.7262571443891251,0.6056718776963725,253.59591250000003
12,2001-06-01,The Animal,22000000,55762229,55762229,33762229,0.605467708258219,0.605467708258219,253.46467727272727
80,2007-07-27,The Simpsons Movie,72500000,183135014,527071022,454571022,0.8624473800041315,0.6041172115781202,252.6000193103448
94,2002-06-28,Mr. Deeds,50000000,126293452,171269535,121269535,0.7080624992646825,0.6040966557791135,252.586904
32,2001-12-14,Not Another Teen Movie,15000000,37882551,62401343,47401343,0.7596205581665125,0.6040393372663841,252.55033999999998
33,2014-12-03,Wild,15000000,37880356,52460543,37460543,0.7140708208071732,0.6040163930877523,252.53570666666664
100,2001-11-14,The Wash,4000000,10097096,10097096,6097096,0.603846492100303,0.603846492100303,252.4274
36,2002-08-02,The Master of Disguise,16000000,40363530,40363530,24363530,0.6036025590427795,0.6036025590427795,252.27206249999998
84,2009-10-23,Saw VI,11000000,27693292,69752402,58752402,0.8422993375912704,0.602791896319152,251.75719999999998
7,2001-11-02,"Monsters, Inc.",115000000,289423425,559757719,444757719,0.7945539720194551,0.6026582851750856,251.67254347826088
65,2017-08-18,The Hitmanâs Bodyguard,30000000,75468583,172778667,142778667,0.8263674531069277,0.6024835924108977,251.56194333333332
41,2001-08-03,Rush Hour 2,90000000,226164286,347425832,257425832,0.7409519048082758,0.6020591863031814,251.2936511111111
44,2008-08-01,Frozen River,1000000,2511476,6030129,5030129,0.8341660684207586,0.6018277698054849,251.1476
42,2015-12-11,The Big Short,28000000,70259870,133162752,105162752,0.789730990239673,0.6014794789685777,250.92810714285716
93,2006-06-16,Nacho Libre,32000000,80197993,99296462,67296462,0.6777327272748147,0.6009875209720024,250.618728125
83,2018-12-21,Second Act,15700000,39282227,63288854,47588854,0.7519310430237841,0.600328158584288,250.20526751592357
86,2012-02-24,Tyler Perry's Good Deeds,14000000,35025791,35579177,21579177,0.6065114153708502,0.6002945372454258,250.18422142857145
38,2002-02-01,The Singles Ward,500000,1250798,1250798,750798,0.6002551970821828,0.6002551970821828,250.1596
11,2015-06-19,Dope,7000000,17506470,18190831,11190831,0.6151907518683452,0.6001478310590314,250.0924285714286
16,2013-10-04,Gravity,110000000,274092705,693698673,583698673,0.8414297096399376,0.5986759297369845,249.17518636363636
92,2010-09-17,The Town,37000000,92186262,152566881,115566881,0.7574834082109865,0.5986386778541904,249.15205945945945
42,2014-02-28,The Lunchbox,1700000,4231500,12231500,10531500,0.8610145934676859,0.5982512111544369,248.91176470588238
67,2005-08-12,Four Brothers,30000000,74494381,92494381,62494381,0.6756559730909492,0.5972850623458432,248.31460333333334
36,2019-02-08,The Prodigy,6000000,14856291,19789712,13789712,0.6968121617939664,0.5961306896856019,247.60485
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,25493506,0.5999388706594367,0.5958653218807904,247.44226470588237
37,2018-11-30,The Possession of Hannah Grace,6000000,14836174,42785387,36785387,0.8597652044143015,0.5955830660923767,247.26956666666666
37,2006-10-06,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763,34517763,0.683279720837995,0.5951187824067875,246.98601875000003
13,2014-08-08,The Hundred-Foot Journey,22000000,54235441,94270488,72270488,0.7666289793683894,0.594361185336356,246.5247318181818
82,2006-03-10,The Hills Have Eyes,17000000,41778863,70355813,53355813,0.7583710673629767,0.5930956761556675,245.7580176470588
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1135772799,0.8698088977422479,0.59302858931069,245.71750588235295
44,2007-10-26,Bella,3300000,8093373,12405473,9105473,0.7339883775491672,0.5922590000485582,245.25372727272728
12,2017-03-03,Before I Fall,5000000,12241072,18945682,13945682,0.7360876214432398,0.5915390416787026,244.82144
56,2003-10-24,Scary Movie 3,45000000,110000082,155200000,110200000,0.7100515463917526,0.5909093958675412,244.44462666666666
96,2012-08-17,Sparkle,10000000,24397469,24660323,14660323,0.5944903073653982,0.5901214179224903,243.97468999999998
96,2019-03-08,Captain Marvel,175000000,426525952,1123061550,948061550,0.8441759492166747,0.5897084358421407,243.72911542857142
82,2008-04-11,Prom Night,18000000,43869350,57193655,39193655,0.6852797744784802,0.5896907521994286,243.7186111111111
83,2011-04-08,Soul Surfer,18000000,43853424,47158652,29158652,0.6183097006250305,0.5895417425102314,243.63013333333333
12,2005-07-22,The Devil's Rejects,7000000,17044981,20940428,13940428,0.66571838932805,0.5893219241488155,243.49972857142856
46,2016-06-17,Finding Dory,200000000,486295561,1021215193,821215193,0.8041548917692218,0.5887274817217589,243.1477805
27,2006-02-17,Date Movie,20000000,48548426,85146165,65146165,0.765109796782979,0.5880401972249316,242.74212999999997
91,2010-10-01,The Social Network,40000000,96962694,224922135,184922135,0.8221606779608419,0.5874702078719058,242.406735
84,2003-09-26,Under the Tuscan Sun,18000000,43601508,57490024,39490024,0.686902200632235,0.5871702419099817,242.23059999999998
28,2002-02-15,Peter Pan: Return to Neverland,20000000,48430258,109862682,89862682,0.8179545625875035,0.5870350308685119,242.15129000000002
78,2003-04-11,Anger Management,56000000,135560942,195660942,139660942,0.7137906041564492,0.586901660804334,242.07311071428572
87,2012-04-20,The Lucky One,25000000,60457138,96633833,71633833,0.7412914377514136,0.5864838987250769,241.828552
22,2006-08-18,The Illusionist,16500000,39868642,83792062,67292062,0.8030839723218651,0.5861409074329644,241.62813333333335
14,2009-03-13,Sunshine Cleaning,5000000,12062558,17329337,12329337,0.7114719391745916,0.5854942210433309,241.25116000000003
3,2017-10-27,Let There Be Light,3000000,7233471,7241309,4241309,0.5857102631582218,0.5852613496342213,241.11570000000003
43,2008-11-07,Role Models,28000000,67300955,94500826,66500826,0.7037062935301751,0.5839583554200679,240.36055357142857
37,2016-12-16,Fences,24000000,57682904,64282881,40282881,0.6266502118970056,0.5839321820551892,240.34543333333335
45,2001-11-21,Sidewalks of New York,1000000,2402459,3575308,2575308,0.7203038171816246,0.5837598060986681,240.24589999999998
13,2019-05-24,BrightBurn,7000000,16794432,27989498,20989498,0.7499061969600169,0.5831951923113565,239.92045714285712
80,2015-01-30,Black or White,9000000,21571189,21971021,12971021,0.5903695144617995,0.5827768232896202,239.67987777777776
29,2003-02-14,The Jungle Book 2,20000000,47901582,140122225,120122225,0.8572674677411096,0.5824772551353314,239.50790999999998
35,2014-11-07,The Theory of Everything,15000000,35893537,123327692,108327692,0.8783728150851958,0.5820974678533353,239.29024666666666
30,2007-03-16,Premonition,20000000,47852604,81461343,61461343,0.7544847744530802,0.5820499131039975,239.26302
44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,73379287,0.7238094602105458,0.5818033621784963,239.12196071428573
47,2008-12-25,Marley & Me,60000000,143153751,247812011,187812011,0.7578809850342565,0.5808702211372722,238.58958499999997
66,2013-04-19,Home Run,1200000,2859955,2859955,1659955,0.5804129785258859,0.5804129785258859,238.32958333333335
37,2013-12-13,Saving Mr. Banks,35000000,83299761,114962525,79962525,0.6955529638897545,0.579830727245424,237.99931714285717
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,960431568,835431568,0.8698501755202614,0.5778903247491669,236.90525440000002
31,2017-10-20,Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572,27879572,0.5822853220158275,0.5773419083334059,236.59786
15,2003-09-19,Underworld,22000000,51970690,95708457,73708457,0.7701352556545761,0.5766844734984277,236.2304090909091
85,2018-06-29,Uncle Drew,18000000,42469946,46527161,28527161,0.61312919995269,0.5761708762238595,235.94414444444442
97,2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043,13591043,0.5761103059326372,0.5761103059326372,235.91043
2,2008-04-11,The Visitor,4000000,9427026,19174817,15174817,0.7913930547550988,0.575688027167847,235.67565
85,2006-04-28,Akeelah and the Bee,8000000,18848430,18959424,10959424,0.5780462528819441,0.5755614658621434,235.605375
39,2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,23311293,14811293,0.6353698612942663,0.5751518619669399,235.37822352941177
4,2006-04-07,Phat Girlz,3000000,7061128,7301115,4301115,0.5891038560548628,0.5751387030514105,235.3709333333333
92,2009-08-07,Julie & Julia,40000000,94125426,126646119,86646119,0.6841592911346932,0.5750351238782175,235.313565
86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,85215094,0.825606902029271,0.5748761035448767,235.22554444444444
38,2006-12-29,El Laberinto del Fauno,16000000,37634615,87041569,71041569,0.8161797841672638,0.5748594744492537,235.21634374999996
93,2009-02-06,He's Just Not That Into You,40000000,93953653,181053657,141053657,0.7790710187091112,0.5742581717392085,234.8841325
56,2009-07-24,The Ugly Truth,38000000,88915214,205298907,167298907,0.8149040316127938,0.5726265698466406,233.9874052631579
58,2007-06-08,Hostel: Part II,7500000,17544812,33606409,26106409,0.7768282829623362,0.5725232051503316,233.93082666666663
32,2005-02-04,Boogeyman,20000000,46752382,67192859,47192859,0.7023493225671495,0.5722143098505654,233.76191
15,2016-01-29,Fifty Shades of Black,5000000,11686940,22113075,17113075,0.7738894296700028,0.5721720142312701,233.73879999999997
36,2011-09-16,Drive,15000000,35060689,81357930,66357930,0.8156295274474165,0.5721704157040383,233.73792666666668
39,2011-02-04,The Roommate,16000000,37300107,52545707,36545707,0.6955031930581884,0.5710468069166665,233.12566875
58,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,140736412,0.7577211731644735,0.5710099179647032,233.10562222222222
89,2006-11-17,Happy Feet,85000000,198000317,385000317,300000317,0.7792209610050789,0.5707077580082864,232.94154941176473
77,2013-07-26,The To Do List,1500000,3491669,4128828,2628828,0.6367007780416137,0.5704060150031404,232.77793333333335
42,2009-12-25,Sherlock Holmes,90000000,209028679,498438212,408438212,0.8194359946062885,0.5694370723167609,232.25408777777776
75,2006-09-01,Crank,12000000,27838408,43924923,31924923,0.7268065785795457,0.5689408675955895,231.98673333333332
39,2008-03-28,21,35000000,81159365,159846429,124846429,0.7810398379309431,0.5687497062107374,231.8839
96,2018-11-21,Creed II,50000000,115715889,213591522,163591522,0.7659083116604225,0.5679072214533996,231.431778
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,297136477,0.8559644309577986,0.5661006330826069,230.468186
94,2017-02-10,John Wick: Chapter Two,40000000,92029184,171350009,131350009,0.7665596854447787,0.5653552681723224,230.07296
15,2003-08-20,Thirteen,2000000,4601043,9505996,7505996,0.7896064757443618,0.5653159511875894,230.05214999999998
45,2004-02-06,Miracle,28000000,64378093,64474705,36474705,0.5657211615004675,0.565069440624779,229.92176071428568
16,2004-01-23,Touching the Void,2000000,4593598,15396525,13396525,0.8701005584052245,0.5646114440140386,229.6799
88,2001-12-26,Gosford Park,18000000,41300105,41300105,23300105,0.5641657569635719,0.5641657569635719,229.4450277777778
40,2008-05-09,What Happens in Vegas...,35000000,80277646,218535708,183535708,0.839843107012974,0.5640131251481888,229.36470285714287
5,2004-10-01,Woman Thou Art Loosed,3000000,6879730,6879730,3879730,0.5639363754100815,0.5639363754100815,229.32433333333333
45,2003-01-17,Cidade de Deus,3300000,7563397,32059295,28759295,0.8970657339782426,0.5636881152741288,229.1938484848485
39,2018-11-23,The Favourite,15000000,34366783,94113929,79113929,0.8406187037415046,0.5635320303328945,229.1118866666667
78,2012-12-25,Les Miserables,65000000,148809770,442169052,377169052,0.8529974006412372,0.5632007226407245,228.93810769230768
40,2003-04-18,Malibu's Most Wanted,15000000,34308901,34499204,19499204,0.5652073595669048,0.5627956721784821,228.72600666666668
69,2006-06-02,The Break-Up,52000000,118703275,205727307,153727307,0.7472382215162132,0.5619328952802692,228.27552884615386
46,2013-01-28,Last Vegas,28000000,63914167,112914167,84914167,0.7520240307843745,0.5619124630068323,228.26488214285715
89,2002-01-11,Orange County,18000000,41059716,43308707,25308707,0.5843791873075315,0.561614113453683,228.10953333333336
55,2007-10-05,Michael Clayton,21500000,49033882,92987651,71487651,0.7687865026292577,0.5615276799825883,228.06456744186048
17,2006-12-22,Night at the Museum,110000000,250863268,579446407,469446407,0.8101636343393531,0.5615141233032171,228.05751636363638
52,2013-04-19,Filly Brown,1250000,2850357,2940411,1690411,0.5748893607050171,0.5614584418723689,228.02856
77,2014-12-25,Into the Woods,56200000,128002372,213116401,156916401,0.7362943455487502,0.5609456362261787,227.7622277580071
57,2016-03-04,Zootopia,150000000,341268248,1019429616,869429616,0.8528588951647643,0.5604630642344435,227.51216533333331
17,2002-07-12,The Crocodile Hunter: Collision Course,12500000,28436931,33436931,20936931,0.6261618627618665,0.5604307651905194,227.49544799999998
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,84827316,0.6795573174063921,0.5597752806886568,227.15671249999997
96,2006-04-14,Scary Movie 4,40000000,90710620,178710620,138710620,0.7761744657368432,0.5590372990505411,226.77655
7,2018-04-27,Avengers: Infinity War,300000000,678815482,2048134200,1748134200,0.8535252231030565,0.5580536862298612,226.27182733333333
39,2011-07-08,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,631261,0.5580153474750743,0.5580153474750743,226.25220000000002
97,2015-03-27,Get Hard,40000000,90411453,106511453,66511453,0.6244535317718368,0.5575781754110289,226.02863250000001
14,2014-01-17,Devil's Due,7000000,15821461,36146087,29146087,0.8063414167071528,0.5575629835955099,226.0208714285714
59,2008-07-11,Journey to the Center of the Earth,45000000,101704370,243180937,198180937,0.8149526004992736,0.5575411361380047,226.0097111111111
57,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296,81721296,0.6825961523169614,0.5573484032438627,225.91130526315789
41,2009-09-04,All About Steve,15000000,33862903,40127259,25127259,0.6261892694938371,0.55703738690094,225.75268666666668
40,2004-01-30,Osama,500000,1127331,1971479,1471479,0.7463832990359015,0.5564745403080373,225.46620000000001
34,2015-11-06,Spotlight,20000000,45055776,92088460,72088460,0.7828175213267764,0.5561057476848251,225.27888
77,2016-08-12,Hell or High Water,12000000,27007844,37584304,25584304,0.680717780486237,0.5556846373964541,225.06536666666665
29,2003-08-15,Open Range,26000000,58331254,68613992,42613992,0.6210685424045871,0.5542698259152803,224.35097692307693
83,2002-03-01,40 Days and 40 Nights,17000000,37939782,95092667,78092667,0.8212270142765057,0.5519215160487744,223.1751882352941
64,2002-05-10,The New Guy,13000000,28972187,28972187,15972187,0.5512937977378097,0.5512937977378097,222.8629769230769
17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,55229695,0.7151354799471887,0.5510997627317391,222.76664545454548
30,2005-08-19,Red Eye,26000000,57891803,96666486,70666486,0.7310339800704041,0.5508863318698158,222.66078076923077
43,2009-08-28,Halloween 2,15000000,33392973,38512850,23512850,0.6105196057939103,0.550803697532412,222.61981999999998
42,2003-01-31,The R.M.,500000,1111615,1111615,611615,0.550203982493939,0.550203982493939,222.323
69,2012-09-28,Looper,30000000,66486205,170466405,140466405,0.824012244524075,0.548778577450766,221.62068333333332
84,2003-10-10,Good Boy!,17000000,37667746,45312217,28312217,0.6248252430464835,0.5486854987288063,221.57497647058824
70,2013-02-01,Warm Bodies,30000000,66380662,115121608,85121608,0.7394060027375573,0.5480611507007869,221.26887333333332
40,2007-02-02,The Messengers,16000000,35374833,53774833,37774833,0.7024630462357735,0.5477010449773714,221.09270625000002
57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,689420051,561920051,0.815061949801051,0.5467265116602401,220.6173592156863
39,2007-08-08,Daddy Day Camp,6000000,13235267,18209872,12209872,0.6705083923709074,0.546665737835134,220.58778333333336
34,2001-10-26,Thirteen Ghosts,19000000,41867960,68467960,49467960,0.7224979391820642,0.5461923628473897,220.35768421052632
74,2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,237013181,0.7620679620006201,0.5459956472516736,220.2622054054054
41,2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,230660018,0.7424837592071473,0.5448089604174066,219.68798
88,2013-09-18,Enough Said,8000000,17550872,25621449,17621449,0.6877616094234171,0.5441821922010485,219.3859
12,2001-12-21,A Beautiful Mind,78000000,170708996,317668058,239668058,0.7544606766853468,0.543082076354078,218.85768717948716
90,2006-06-06,The Omen,25000000,54607383,119295584,94295584,0.7904365009856525,0.542186447572483,218.429532
43,2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857,769701857,0.8953125443813018,0.5421564649249502,218.41522777777777
44,2009-03-13,The Last House on the Left,15000000,32752215,46526243,31526243,0.6776013055685585,0.5420157079452489,218.3481
6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,305411224,634954103,494954103,0.7795116224329682,0.5416016537755011,218.15087428571428
85,2001-10-12,Corky Romano,11000000,23978402,25116103,14116103,0.5620339668140396,0.5412538333455249,217.9854727272727
35,2018-03-30,Acrimony,20000000,43549096,46627836,26627836,0.5710716662896387,0.5407482166794002,217.74548000000001
45,2005-02-18,Because of Winn-Dixie,15000000,32647042,33508485,18508485,0.552352187811535,0.5405403037739223,217.64694666666665
17,2016-04-08,The Boss,29000000,63077560,78652207,49652207,0.6312881595299672,0.5402485448073768,217.50882758620688
71,2002-12-13,About Schmidt,30000000,65005217,107054484,77054484,0.7197688608727496,0.538498579275568,216.68405666666666
91,2006-02-10,Final Destination 3,25000000,54098051,112798051,87798051,0.7783649648343658,0.5378761427098363,216.39220400000002
34,2010-06-25,Grown Ups,75000000,162001186,272223430,197223430,0.724491018278625,0.5370404263583601,216.00158133333332
98,2013-04-26,Mud,10000000,21590086,31556959,21556959,0.6831126852242005,0.5368244480360106,215.90086
39,2011-10-14,Footloose,24000000,51802742,62989834,38989834,0.6189861367153309,0.5367040609549201,215.84475833333335
90,2001-12-07,Ocean's Eleven,85000000,183417150,450728529,365728529,0.8114164191279758,0.5365755056165685,215.78488235294117
