id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,domestic_profit_margin,worldwide_profit_margin,Distributor,genre1,genre2,genre3,release_month,budget_tier
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,11179303,73.64832891207192,84.2821091067613,CBS Films,Drama,Horror,Thriller,Mar,low_tier
16,2013-10-04,Gravity,110000000,274092705,693698673,164092705,59.86759297369845,84.14297096399376,Warner Bros.,Drama,Sci-Fi,Thriller,Oct,high_tier
95,2017-11-10,Murder on the Orient Express,55000000,102826543,345922730,47826543,46.51186513194361,84.10049550661213,Twentieth Century Fox,Crime,Drama,Mystery,Nov,high_tier
39,2018-11-23,The Favourite,15000000,34366783,94113929,19366783,56.35320303328945,84.06187037415046,Fox Searchlight Pictures,Biography,Drama,History,Nov,mid_tier
75,2017-04-28,How to Be a Latin Lover,10000000,32149404,62556228,22149404,68.89522430960152,84.01438142977547,Pantelion Films,Comedy,Drama,,Apr,mid_tier
3,2013-03-15,Spring Breakers,5000000,14124286,31149251,9124286,64.59998048750924,83.94824967059401,A24,Comedy,Crime,Drama,Mar,low_tier
60,2015-03-20,Do You Believe,2300000,12985600,14304931,10685600,82.28807294233611,83.92162814347024,Pure Flix Entertainment,Fantasy,Horror,,Mar,low_tier
44,2018-06-15,Incredibles 2,200000000,608581744,1242520711,408581744,67.13670727526787,83.90368882953774,Walt Disney Studios Motion Pictures,Action,Adventure,Animation,Jun,high_tier
21,2018-08-10,BlacKkKlansman,15000000,49275340,93017335,34275340,69.55880974134323,83.87397359857708,Focus Features,Biography,Crime,Drama,Aug,mid_tier
70,2017-05-19,Everything Everything,10000000,34121140,61603136,24121140,70.6926556381176,83.76706017044327,Warner Bros.,Drama,Romance,,May,mid_tier
67,2014-01-17,Ride Along,25000000,134202565,153733800,109202565,81.37144398097011,83.73812395192208,Universal Pictures,Action,Comedy,Crime,Jan,mid_tier
62,2014-11-21,The Hunger Games Mockingjay  Part 1,125000000,337135885,766575131,212135885,62.92296205727255,83.69370529449121,Lionsgate,Action,Adventure,Sci-Fi,Nov,high_tier
54,2013-05-31,Yeh Jawaani Hai Deewani,8300000,3827466,50827466,-4472534,-116.85365722386561,83.67024631918498,Eros Worldwide,Comedy,Drama,Musical,May,mid_tier
48,2013-05-03,Iron Man 3,200000000,408992272,1215392272,208992272,51.09932052701475,83.54440746353536,Walt Disney Studios Motion Pictures,Action,Adventure,Sci-Fi,May,high_tier
46,2015-10-02,The Martian,108000000,228433663,655271443,120433663,52.721504098106585,83.5182806829566,Twentieth Century Fox,Adventure,Drama,Sci-Fi,Oct,high_tier
36,2014-10-03,Gone Girl,61000000,167767189,368567189,106767189,63.64008936216962,83.44942202654941,Twentieth Century Fox,Drama,Mystery,Thriller,Oct,high_tier
79,2018-03-09,The Strangers Prey at Night,5000000,24431472,29960051,19431472,79.53459374040173,83.31110985091448,Aviron Pictures,Horror,,,Mar,low_tier
81,2012-08-31,The Possession,14000000,49130588,82925064,35130588,71.5045136443309,83.11728767553318,Lionsgate,Horror,Mystery,Thriller,Aug,mid_tier
34,2014-10-31,Nightcrawler,8500000,32381218,50334418,23881218,73.75021532543958,83.11294669186401,Open Road Films (II),Crime,Drama,Thriller,Oct,mid_tier
45,2013-08-16,Lee Daniels The Butler,30000000,116632095,177025498,86632095,74.27809214950653,83.05328874148967,The Weinstein Company,Biography,Drama,,Aug,mid_tier
77,2012-06-08,Safety Not Guaranteed,750000,4010957,4422318,3260957,81.30122063138548,83.04056831733946,FilmDistrict,Comedy,Drama,Romance,Jun,low_tier
3,2014-05-02,Ida,2600000,3827060,15298355,1227060,32.06273222787205,83.00470867619427,Music Box Films,Drama,,,May,low_tier
42,2015-09-25,Hotel Transylvania 2,80000000,169700110,469500298,89700110,52.85801523640733,82.9606071943324,Sony Pictures Entertainment (SPE),Animation,Comedy,Family,Sep,high_tier
36,2014-09-12,The Skeleton Twins,1000000,5284309,5797192,4284309,81.07604986763644,82.75026944079133,Roadside Attractions,Comedy,Drama,Romance,Sep,low_tier
77,2013-04-05,Evil Dead,17000000,54239856,97778356,37239856,68.65773389958852,82.61373917966058,TriStar Pictures,Fantasy,Horror,Thriller,Apr,mid_tier
86,2014-10-17,Birdman or The Unexpected Virtue of Ignorance,18000000,42340598,103215094,24340598,57.48761035448767,82.5606902029271,Fox Searchlight Pictures,Comedy,Drama,,Oct,mid_tier
90,2013-07-26,Blue Jasmine,18000000,33404871,102912961,15404871,46.11564283544157,82.50949168589173,Sony Pictures Classics,Drama,,,Jul,mid_tier
54,2018-07-06,Sorry to Bother You,3200000,17493096,18285560,14293096,81.70706889163588,82.49985234250414,Annapurna Pictures,Comedy,Fantasy,Sci-Fi,Jul,low_tier
69,2012-09-28,Looper,30000000,66486205,170466405,36486205,54.8778577450766,82.40122445240749,TriStar Pictures,Action,Crime,Drama,Sep,mid_tier
50,2016-03-16,Miracles from Heaven,13000000,61705123,73798736,48705123,78.93205722967281,82.38452214140904,TriStar Pictures,Biography,Drama,Family,Mar,mid_tier
11,2017-10-06,The Florida Project,2000000,5904366,11295324,3904366,66.12676111203133,82.29355793600963,A24,Drama,,,Oct,low_tier
79,2015-11-04,Brooklyn,11000000,38322743,62076141,27322743,71.29641789994,82.27982631845623,Fox Searchlight Pictures,Drama,Romance,,Nov,mid_tier
13,2015-03-13,Cinderella,95000000,201151353,534551353,106151353,52.77188118143058,82.22808726105684,Walt Disney Studios Motion Pictures,Musical,,,Mar,high_tier
52,2012-11-08,Skyfall,200000000,304360277,1110526981,104360277,34.288402556553066,81.99053211477083,Sony Pictures Entertainment (SPE),Action,Adventure,Thriller,Nov,high_tier
89,2018-06-01,Upgrade,3000000,11977130,16553285,8977130,74.95226318825962,81.87670906409211,BH Tilt,Action,Sci-Fi,Thriller,Jun,low_tier
97,2016-04-15,The Jungle Book,175000000,364001123,962854547,189001123,51.923225247851775,81.8248768159995,Walt Disney Studios Motion Pictures,Adventure,Drama,Family,Apr,high_tier
55,2017-06-02,Wonder Woman,150000000,412563408,821133378,262563408,63.64195246321991,81.73256574159137,Warner Bros.,Documentary,Drama,Sport,Jun,high_tier
14,2013-03-15,The Call,12800000,51872378,69821476,39072378,75.32405396953268,81.66753163453606,TriStar Pictures,Thriller,,,Mar,mid_tier
91,2015-08-21,Sinister 2,10000000,27740955,54104225,17740955,63.95221433436592,81.51715508354476,Focus Features,Horror,Mystery,Thriller,Aug,mid_tier
83,2013-07-05,The Way Way Back,5000000,21502690,26853810,16502690,76.74709536341732,81.38066814355207,Fox Searchlight Pictures,Comedy,Drama,,Jul,low_tier
35,2013-06-28,The Heat,43000000,159581587,229727774,116581587,73.05453542080642,81.28219359318739,Twentieth Century Fox,Action,Comedy,Crime,Jun,mid_tier
81,2015-04-01,Woman in Gold,11000000,33307793,58586407,22307793,66.97469568157818,81.2243136876443,The Weinstein Company,Biography,Drama,History,Apr,mid_tier
89,2014-04-18,A Haunted House 2,4000000,17329487,21206861,13329487,76.91795492849846,81.138179761729,Open Road Films (II),Comedy,Fantasy,,Apr,low_tier
27,2014-03-07,The Grand Budapest Hotel,31000000,59076019,163981261,28076019,47.5252386251687,81.09540089461808,Fox Searchlight Pictures,Adventure,Comedy,Crime,Mar,mid_tier
4,2017-04-07,Gifted,7000000,24801212,36964656,17801212,71.77557290345327,81.0629916317901,Fox Searchlight Pictures,Drama,,,Apr,mid_tier
37,2014-06-27,Transformers Age of Extinction,210000000,245439076,1104039076,35439076,14.439052076613912,80.97893411881374,Paramount Pictures,Action,Adventure,Sci-Fi,Jun,high_tier
45,2016-12-16,Rogue One A Star Wars Story,200000000,532177324,1049102856,332177324,62.41854153109312,80.9360923139075,Walt Disney Studios Motion Pictures,Action,Adventure,Sci-Fi,Dec,high_tier
61,2019-04-05,Pet Sematary,21000000,54724696,109501146,33724696,61.62610021625338,80.82211851919796,Paramount Pictures,Horror,Mystery,Thriller,Apr,mid_tier
23,2012-11-02,Flight,31000000,93772375,160558438,62772375,66.94122336135776,80.69238815091113,Paramount Pictures,Drama,Thriller,,Nov,mid_tier
88,2012-11-21,Life of Pi,120000000,124987022,620912003,4987022,3.9900318610679433,80.67358990964779,Twentieth Century Fox,Adventure,Drama,Fantasy,Nov,high_tier
80,2018-08-10,Slender Man,10000000,30564825,51723644,20564825,67.28265252622909,80.6664820444592,Screen Gems,Adventure,Comedy,Horror,Aug,mid_tier
14,2014-01-17,Devils Due,7000000,15821461,36146087,8821461,55.756298359550996,80.63414167071528,Twentieth Century Fox,Horror,Mystery,Thriller,Jan,mid_tier
97,2012-06-08,Madagascar 3 Europes Most Wanted,145000000,216391482,746921271,71391482,32.991817117829065,80.5869767497892,DreamWorks,Adventure,Animation,Comedy,Jun,high_tier
77,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,92096558,41689605,69.84399544945892,80.45529562570623,Universal Pictures,Comedy,Romance,,Mar,mid_tier
90,2013-01-11,Quartet,11000000,18388357,56178935,7388357,40.17953860695657,80.41970713755966,The Weinstein Company,Comedy,Drama,,Jan,mid_tier
46,2016-06-17,Finding Dory,200000000,486295561,1021215193,286295561,58.87274817217589,80.41548917692218,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Jun,high_tier
95,2018-03-23,Paul Apostle of Christ,5000000,17547999,25529498,12547999,71.50672278930492,80.41481270019489,Affirm Films,Adventure,Biography,Drama,Mar,low_tier
27,2012-10-12,Argo,44500000,136025503,227140757,91525503,67.28554644638955,80.40862389130807,Warner Bros.,Biography,Drama,Thriller,Oct,mid_tier
38,2015-09-18,Maze Runner The Scorch Trials,61000000,81697192,310566162,20697192,25.334031064372446,80.35845257346485,Twentieth Century Fox,Action,Sci-Fi,Thriller,Sep,high_tier
20,2015-08-28,We Are Your Friends,2000000,3591417,10153415,1591417,44.311674194336106,80.30219389239976,Warner Bros.,Drama,Music,Romance,Aug,low_tier
36,2017-07-21,Girls Trip,28000000,115108515,140886353,87108515,75.67512707465647,80.12582524582776,Universal Pictures,Comedy,Drama,,Jul,mid_tier
99,2017-07-07,SpiderMan Homecoming,175000000,334201140,880166350,159201140,47.636324639706494,80.11739485382508,Sony Pictures Entertainment (SPE),Action,Adventure,Sci-Fi,Jul,high_tier
84,2017-11-22,Darkest Hour,30000000,56443120,150807172,26443120,46.84914653902902,80.10704689827351,Focus Features,Biography,Drama,History,Nov,mid_tier
74,2012-07-27,Step Up Revolution,33000000,35074677,165552290,2074677,5.915028098476858,80.06672091337425,Lionsgate,Drama,Music,Romance,Jul,mid_tier
32,2013-02-08,Identity Thief,35000000,134506920,175361578,99506920,73.97903394115336,80.0412379957028,Universal Pictures,Adventure,Comedy,Crime,Feb,mid_tier
23,2017-04-14,The Fate of the Furious,250000000,225764765,1234846267,-24235235,-10.73472868983785,79.75456486519872,Universal Pictures,Action,Crime,Thriller,Apr,high_tier
6,2015-09-25,The Intern,40000000,75764672,197115710,35764672,47.204945333888595,79.70735057089057,Warner Bros.,Comedy,Drama,,Sep,mid_tier
83,2017-12-08,I Tonya,11000000,30014534,53797409,19014534,63.351088509320185,79.55291861732597,Neon,Biography,Comedy,Drama,Dec,mid_tier
24,2018-09-14,A Simple Favor,20000000,53548586,97628717,33548586,62.65074114188561,79.51422428300476,Lionsgate,Comedy,Crime,Drama,Sep,mid_tier
98,2015-06-19,Inside Out,175000000,356461711,854235992,181461711,50.90636817371951,79.51385780523282,Walt Disney Studios Motion Pictures,Crime,Drama,,Jun,high_tier
2,2014-04-25,The Other Woman,40000000,83911193,195111193,43911193,52.33055499520785,79.49886965223979,Twentieth Century Fox,Comedy,Romance,,Apr,mid_tier
59,2017-03-03,Logan,127000000,226277068,615461394,99277068,43.87411807899155,79.36507452163603,Twentieth Century Fox,Action,Drama,Sci-Fi,Mar,high_tier
79,2012-12-25,Parental Guidance,25000000,77267296,120832383,52267296,67.6447846706063,79.31018210573568,Twentieth Century Fox,Comedy,Family,,Dec,mid_tier
44,2012-03-16,21 Jump Street,42000000,138447667,202812429,96447667,69.66362748460038,79.29121000764702,Sony Pictures Entertainment (SPE),Action,Comedy,Crime,Mar,mid_tier
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,34509366,32.098939175215676,79.28066363932186,Sony Pictures Entertainment (SPE),Action,Animation,Comedy,May,high_tier
3,2014-07-02,Tammy,20000000,84525432,96407655,64525432,76.33848236350924,79.25475938606742,Warner Bros.,Comedy,Romance,,Jul,mid_tier
41,2018-07-06,AntMan and the Wasp,130000000,216648740,623144660,86648740,39.99503528153453,79.13807044418867,Walt Disney Studios Motion Pictures,Action,Adventure,Comedy,Jul,high_tier
42,2015-12-11,The Big Short,28000000,70259870,133162752,42259870,60.147947896857765,78.97309902396731,Paramount Pictures,Biography,Comedy,Drama,Dec,mid_tier
90,2016-02-19,Race,5000000,19115191,23745772,14115191,73.84279340970227,78.9436199421101,Focus Features,Drama,,,Feb,low_tier
26,2012-04-06,American Reunion,50000000,56758835,236799211,6758835,11.907987540618127,78.88506478174034,Universal Pictures,Comedy,,,Apr,high_tier
82,2017-11-03,Thor Ragnarok,180000000,315058289,846980024,135058289,42.867714869104745,78.7480229876118,Walt Disney Studios Motion Pictures,Action,Adventure,Comedy,Nov,high_tier
5,2015-01-16,Paddington,55000000,76223578,258789097,21223578,27.843849051536257,78.74717264460334,,Adventure,Comedy,Family,Jan,high_tier
91,2015-11-25,Creed,37000000,109767581,173567581,72767581,66.29241560857572,78.68265502876369,Warner Bros.,Horror,,,Nov,mid_tier
98,2018-01-19,Forever My Girl,3500000,16376066,16376066,12876066,78.6273455419635,78.6273455419635,Roadside Attractions,Drama,Music,Romance,Jan,low_tier
75,2015-09-02,A Walk in the Woods,8000000,29499394,37119358,21499394,72.88079883946091,78.44790311297949,Broad Green Pictures,Adventure,Biography,Comedy,Sep,mid_tier
34,2015-11-06,Spotlight,20000000,45055776,92088460,25055776,55.610574768482515,78.28175213267764,Open Road Films (II),Crime,Drama,,Nov,mid_tier
25,2017-12-20,The Greatest Showman,84000000,174340174,386665550,90340174,51.81833419530716,78.2757993309722,Twentieth Century Fox,Biography,Drama,Musical,Dec,high_tier
41,2013-05-31,Now You See Me,75000000,117723989,342769200,42723989,36.29165929808919,78.11938762292529,Lionsgate,Drama,Horror,Thriller,May,high_tier
40,2017-11-01,A Bad Moms Christmas,28000000,72110659,127710550,44110659,61.170788912080255,78.07542133363296,STX Entertainment,Adventure,Comedy,,Nov,mid_tier
62,2018-12-21,Bumblebee,102000000,127195589,465195589,25195589,19.808539901489823,78.07373878603136,Paramount Pictures,Action,Adventure,Sci-Fi,Dec,high_tier
17,2016-05-06,Captain America Civil War,250000000,408084349,1140069413,158084349,38.7381553317057,78.07151063353719,Walt Disney Studios Motion Pictures,Action,Adventure,Sci-Fi,May,high_tier
2,2017-11-22,Coco,175000000,209726015,798008101,34726015,16.55780042356691,78.0703980597811,Walt Disney Studios Motion Pictures,Horror,,,Nov,high_tier
14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,163172112,48.975321199752756,77.94692389139406,Walt Disney Studios Motion Pictures,Action,Adventure,Comedy,Aug,high_tier
72,2019-05-03,The Intruder,8000000,35095904,36005871,27095904,77.20531717889358,77.78140126092214,Screen Gems,Drama,Horror,Mystery,May,mid_tier
69,2012-12-25,Django Unchained,100000000,162805434,449948323,62805434,38.57698877544837,77.7752255340665,The Weinstein Company,Drama,Western,,Dec,high_tier
60,2018-04-06,Blockers,21000000,60311495,94045328,39311495,65.18076694998193,77.67034211417712,Universal Pictures,Comedy,,,Apr,mid_tier
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,54037575,23.089273164789883,77.56737786673847,Warner Bros.,Adventure,Family,Fantasy,Nov,high_tier
96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,63313048,42.68879161596086,77.54327745963383,Sony Pictures Entertainment (SPE),Animation,Comedy,Family,Sep,high_tier
2,2014-02-28,NonStop,50000000,91742160,222383055,41742160,45.49943014204156,77.51627254153874,Universal Pictures,Action,Mystery,Thriller,Feb,high_tier
75,2012-08-08,Hope Springs,30000000,63536011,133085295,33536011,52.78268256406591,77.45806552106302,Sony Pictures Entertainment (SPE),Comedy,Drama,Romance,Aug,mid_tier
15,2016-01-29,Fifty Shades of Black,5000000,11686940,22113075,6686940,57.21720142312701,77.38894296700029,Open Road Films (II),Comedy,,,Jan,low_tier
91,2016-06-17,Central Intelligence,50000000,127440871,217194805,77440871,60.76611874380551,76.9791915603138,Warner Bros.,Action,Comedy,Crime,Jun,high_tier
7,2017-07-28,The Emoji Movie,50000000,86089513,216562312,36089513,41.92091666263695,76.91195686902346,Sony Pictures Entertainment (SPE),Adventure,Animation,Comedy,Jul,high_tier
51,2014-10-17,Dear White People,1250000,4404154,5403771,3154154,71.617704558015,76.86800569454184,Roadside Attractions,Comedy,Drama,Romance,Oct,low_tier
34,2016-11-11,Arrival,47000000,100546139,203127894,53546139,53.255291085816836,76.86186811940264,Paramount Pictures,Drama,Mystery,Sci-Fi,Nov,mid_tier
49,2017-05-05,Guardians of the Galaxy Vol 2,200000000,389813101,862316233,189813101,48.69336112949164,76.80665255434198,Walt Disney Studios Motion Pictures,Action,Adventure,Comedy,May,high_tier
29,2015-02-13,Kingsman The Secret Service,94000000,128261724,404561724,34261724,26.71235262672752,76.76497937802934,Twentieth Century Fox,Action,Adventure,Comedy,Feb,high_tier
33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,29512466,64.84479658825782,76.76055026717668,Focus Features,Adventure,Comedy,Drama,May,mid_tier
27,2013-01-25,Hansel  Gretel Witch Hunters,50000000,55703475,214949716,5703475,10.238993168738574,76.7387457260004,Paramount Pictures,Action,Fantasy,Horror,Jan,high_tier
66,2013-11-08,Thor The Dark World,150000000,206362140,644602516,56362140,27.3122482641438,76.72984571471949,Walt Disney Studios Motion Pictures,Action,Adventure,Fantasy,Nov,high_tier
13,2014-08-08,The HundredFoot Journey,22000000,54235441,94270488,32235441,59.43611853363559,76.66289793683893,Walt Disney Studios Motion Pictures,Comedy,Drama,,Aug,mid_tier
73,2013-11-15,The Best Man Holiday,17000000,70525195,72835710,53525195,75.89513931865059,76.65980052916352,Universal Pictures,Comedy,Drama,,Nov,mid_tier
96,2018-11-21,Creed II,50000000,115715889,213591522,65715889,56.790722145339956,76.59083116604225,Metro-Goldwyn-Mayer (MGM),Drama,Sport,,Nov,high_tier
97,2019-04-05,Shazam,85000000,139606856,362899733,54606856,39.114738032636446,76.57755234556758,Warner Bros.,Action,Adventure,Comedy,Apr,high_tier
100,2016-08-05,Suicide Squad,175000000,325100054,746059887,150100054,46.17041804613173,76.54343799347035,Warner Bros.,Action,Adventure,Fantasy,Aug,high_tier
62,2016-11-23,Moana,150000000,248757044,637517365,98757044,39.7002000072006,76.47122914055839,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Nov,high_tier
26,2013-03-22,The Croods,135000000,187168425,573068425,52168425,27.872449639943277,76.44260369082453,Twentieth Century Fox,Action,Adventure,Animation,Mar,high_tier
4,2015-05-01,Avengers Age of Ultron,330600000,459005868,1403013963,128405868,27.974777002197275,76.43644263574588,Walt Disney Studios Motion Pictures,Action,Adventure,Sci-Fi,May,high_tier
100,2012-12-21,The Impossible,40000000,19019882,169590606,-20980118,-110.30624690521213,76.41378791936152,Lionsgate,Drama,History,Thriller,Dec,mid_tier
99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,614586270,32002924,18.08044933766179,76.40689239608298,Twentieth Century Fox,Action,Adventure,Animation,Jun,high_tier
17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,27209615,40.48470594571923,76.31800402075297,Lionsgate,Biography,Drama,History,Nov,mid_tier
61,2014-10-10,St Vincent,13000000,44137712,54837234,31137712,70.54672883814186,76.29347971854307,The Weinstein Company,Comedy,Drama,,Oct,mid_tier
77,2017-01-13,The Bye Bye Man,7400000,22395806,31187727,14995806,66.95809920839643,76.27271779055908,STX Entertainment,Drama,Fantasy,Horror,Jan,mid_tier
84,2014-05-30,Maleficent,180000000,241407328,758536735,61407328,25.437226164070708,76.27010114414564,Walt Disney Studios Motion Pictures,Action,Adventure,Family,May,high_tier
73,2012-11-09,Lincoln,65000000,182207973,273346281,117207973,64.32647873208052,76.22063861187122,Walt Disney Studios Motion Pictures,Biography,Drama,History,Nov,high_tier
74,2015-02-06,The SpongeBob Movie Sponge Out of Water,74000000,162994032,311013181,88994032,54.59956472516736,76.20679620006202,Paramount Pictures,Adventure,Animation,Comedy,Feb,high_tier
16,2014-04-04,Captain America The Winter Soldier,170000000,259746958,714401889,89746958,34.55168780070949,76.20387031199466,Walt Disney Studios Motion Pictures,Action,Adventure,Sci-Fi,Apr,high_tier
17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,38545589,18.483051684205126,76.07805531295655,Twentieth Century Fox,Action,Adventure,Drama,Jul,high_tier
19,2015-05-29,San Andreas,110000000,155190832,456258539,45190832,29.119524277052655,75.89086217628028,Warner Bros.,Action,Adventure,Drama,May,high_tier
58,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,59897530,57.100991796470325,75.77211731644735,Universal Pictures,Comedy,Music,,Dec,mid_tier
28,2015-12-04,Krampus,15000000,42725475,61788393,27725475,64.8921398767363,75.72359585399802,Universal Pictures,Comedy,Fantasy,Horror,Dec,mid_tier
44,2014-09-12,No Good Deed,13200000,52543632,54323210,39343632,74.87802137469293,75.70099410546615,Screen Gems,Action,Crime,Drama,Sep,mid_tier
28,2016-11-04,Doctor Strange,165000000,232641920,676404566,67641920,29.07555095831396,75.6063148751719,Walt Disney Studios Motion Pictures,Action,Adventure,Fantasy,Nov,high_tier
71,2017-03-31,The Boss Baby,125000000,175003033,510878762,50003033,28.572666509157013,75.53235536536161,Twentieth Century Fox,Adventure,Animation,Comedy,Mar,high_tier
72,2014-01-17,The Nut Job,30000000,64251538,122529966,34251538,53.308510684989365,75.51619332041601,Open Road Films (II),Adventure,Animation,Comedy,Jan,mid_tier
92,2016-01-08,The Forest,10000000,26594261,40749230,16594261,62.39790231433767,75.45965899232942,Focus Features,Drama,Fantasy,Horror,Jan,mid_tier
19,2012-12-14,The Hobbit An Unexpected Journey,250000000,303003568,1017003568,53003568,17.49272074578343,75.41798201439545,Warner Bros.,Adventure,Family,Fantasy,Dec,high_tier
87,2016-12-02,Jackie,9000000,13960394,36588512,4960394,35.53190547487413,75.4021152868966,Fox Searchlight Pictures,Comedy,Drama,,Dec,mid_tier
10,2015-10-16,Bridge of Spies,40000000,72313754,162498338,32313754,44.685488185276625,75.38436362346057,Walt Disney Studios Motion Pictures,Drama,History,Thriller,Oct,mid_tier
15,2017-01-20,xXx Return of Xander Cage,85000000,44898413,345033359,-40101587,-89.31626826097394,75.36470089548646,Paramount Pictures,Action,Adventure,Thriller,Jan,high_tier
39,2015-11-20,The Hunger Games Mockingjay  Part 2,160000000,281723902,648986787,121723902,43.20680678347271,75.3461852837383,Lionsgate,Action,Adventure,Sci-Fi,Nov,high_tier
32,2014-11-05,Interstellar,165000000,188017894,666379375,23017894,12.242395396684955,75.23932969864201,Paramount Pictures,Adventure,Drama,Sci-Fi,Nov,high_tier
46,2013-01-28,Last Vegas,28000000,63914167,112914167,35914167,56.191246300683225,75.20240307843746,CBS Films,Comedy,Drama,,Nov,mid_tier
36,2015-07-17,Trainwreck,35000000,110212700,141123897,75212700,68.243224238223,75.19909757027189,Universal Pictures,Comedy,Drama,Romance,Jul,mid_tier
83,2018-12-21,Second Act,15700000,39282227,63288854,23582227,60.0328158584288,75.19310430237842,STX Entertainment,Comedy,Drama,Romance,Dec,mid_tier
10,2012-02-10,Journey 2 The Mysterious Island,79000000,103860290,318146162,24860290,23.936280170217124,75.16864591313221,Warner Bros.,Action,Adventure,Comedy,Feb,high_tier
56,2019-02-22,How to Train Your Dragon The Hidden World,129000000,160791800,519258283,31791800,19.772028175566167,75.15687198002772,Universal Pictures,Action,Adventure,Animation,Feb,high_tier
81,2017-10-13,The Foreigner,35000000,34393507,140783360,-606493,-1.7633938871078194,75.13910734905033,STX Entertainment,Action,Thriller,,Oct,mid_tier
92,2013-10-11,Captain Phillips,55000000,107136417,220648184,52136417,48.663580937189636,75.07344089448749,Sony Pictures Entertainment (SPE),Biography,Drama,Thriller,Oct,high_tier
41,2013-11-08,The Book Thief,19000000,21488481,76086711,2488481,11.580534706012957,75.02849084907875,Twentieth Century Fox,Drama,War,,Nov,mid_tier
43,2015-07-17,AntMan,130000000,180202163,518858449,50202163,27.85880156166605,74.94499699281181,Walt Disney Studios Motion Pictures,Action,Adventure,Comedy,Jul,high_tier
50,2016-09-09,Sully,60000000,125070033,238524556,65070033,52.02687761344078,74.84535722183672,Warner Bros.,Biography,Drama,,Sep,high_tier
29,2014-11-07,Big Hero 6,165000000,222527828,652127828,57527828,25.851970298294557,74.69821208120565,Walt Disney Studios Motion Pictures,Action,Adventure,Animation,Nov,high_tier
27,2015-12-25,The Revenant,135000000,183637894,532938302,48637894,26.485761157770625,74.66873754553299,Twentieth Century Fox,Horror,,,Dec,high_tier
4,2017-06-09,It Comes at Night,5000000,13985117,19720203,8985117,64.24770704456745,74.6452914303164,A24,Horror,Mystery,,Jun,low_tier
11,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099,173139099,38.635124537526686,74.64126844434259,Warner Bros.,Action,Thriller,,Jul,high_tier
85,2012-01-13,Contraband,25000000,66528000,98406855,41528000,62.421837421837424,74.5952657464767,Universal Pictures,Action,Crime,Drama,Jan,mid_tier
54,2017-09-22,Kingsman The Golden Circle,104000000,100234838,408803696,-3765162,-3.756340684662951,74.55991689468483,Twentieth Century Fox,Action,Adventure,Comedy,Sep,high_tier
1,2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,46208010,53.60059929465951,74.44964405543631,Universal Pictures,Adventure,Comedy,,Nov,mid_tier
76,2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414,16900694,14.457308525473767,74.35045173753554,Paramount Pictures,Biography,Crime,Drama,Dec,high_tier
1,2016-09-16,Blair Witch,10000000,20777061,38985577,10777061,51.86999739761076,74.34948827357358,Lionsgate,Horror,Mystery,Thriller,Sep,mid_tier
41,2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,95750384,54.48089604174066,74.24837592071472,Warner Bros.,Action,Animation,Comedy,Feb,high_tier
58,2014-02-14,About Last Night,13000000,48637684,50445860,35637684,73.27175364682249,74.22979804487426,Screen Gems,Comedy,Romance,,Feb,mid_tier
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,66204754,34.62505644603377,74.22705675169526,Paramount Pictures,Action,Adventure,Comedy,Aug,high_tier
68,2016-10-07,The Girl on the Train,45000000,75395035,174278214,30395035,40.314372159917426,74.17921668625776,Universal Pictures,Horror,Mystery,Thriller,Oct,mid_tier
87,2012-04-20,The Lucky One,25000000,60457138,96633833,35457138,58.64838987250769,74.12914377514136,Warner Bros.,Drama,Romance,,Apr,mid_tier
78,2018-03-29,Ready Player One,150000000,137690172,579290136,-12309828,-8.940237216059256,74.10623957180587,Warner Bros.,Action,Adventure,Sci-Fi,Mar,high_tier
26,2013-02-22,Snitch,15000000,42930462,57907734,27930462,65.05977503806038,74.09672428211402,Lionsgate,Action,Drama,Thriller,Feb,mid_tier
21,2013-12-13,The Hobbit The Desolation of Smaug,250000000,258366855,960366855,8366855,3.238362366565944,73.96828111065953,Warner Bros.,Adventure,Fantasy,,Dec,high_tier
29,2012-09-21,End of Watch,15000000,41003371,57586606,26003371,63.41764192997693,73.95227633314593,Open Road Films (II),Action,Crime,Drama,Sep,mid_tier
70,2013-02-01,Warm Bodies,30000000,66380662,115121608,36380662,54.80611507007869,73.94060027375573,Lionsgate,Comedy,Horror,Romance,Feb,mid_tier
