id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,domestic_profit_margin,worldwide_profit_margin,Distributor,genre1,genre2,genre3,release_month,budget_tier
52,2016-07-22,Ice Age Collision Course,105000000,64063008,402156682,-40936992,-63.901139328331254,73.89077324842262,Twentieth Century Fox,Adventure,Animation,Comedy,Jul,high_tier
100,2016-10-14,The Accountant,40000000,86260045,152962083,46260045,53.628588995055594,73.84972849774803,Warner Bros.,Action,Crime,Drama,Oct,mid_tier
51,2012-12-19,Amour,9700000,6738954,36787044,-2961046,-43.93925229345682,73.63202109960235,Sony Pictures Classics,Drama,Romance,,Dec,mid_tier
77,2014-12-25,Into the Woods,56200000,128002372,213116401,71802372,56.09456362261787,73.62943455487502,Walt Disney Studios Motion Pictures,Fantasy,Horror,,Dec,high_tier
49,2014-04-11,Rio 2,130000000,131538435,492846291,1538435,1.1695707038022765,73.62260762149066,Twentieth Century Fox,Adventure,Animation,Comedy,Apr,high_tier
12,2017-03-03,Before I Fall,5000000,12241072,18945682,7241072,59.153904167870266,73.60876214432398,Open Road Films (II),Drama,Fantasy,Mystery,Mar,low_tier
22,2014-12-17,The Hobbit The Battle of the Five Armies,250000000,255119788,945577621,5119788,2.0068172838086555,73.56113401503609,Warner Bros.,Adventure,Fantasy,,Dec,high_tier
14,2013-05-17,Frances Ha,3000000,4067398,11262769,1067398,26.24277240633938,73.36356627752909,IFC Films,Comedy,Drama,Romance,May,low_tier
84,2013-12-25,Lone Survivor,40000000,125095601,149804632,85095601,68.02445515250372,73.29855594852367,Universal Pictures,Action,Biography,Drama,Dec,mid_tier
55,2014-05-23,XMen Days of Future Past,200000000,233921534,747862775,33921534,14.501244678055164,73.25712594800564,Twentieth Century Fox,Action,Adventure,Sci-Fi,May,high_tier
53,2013-06-21,Monsters University,200000000,268488329,743588329,68488329,25.508866346290976,73.10339710832122,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Jun,high_tier
4,2012-09-14,Resident Evil Retribution,65000000,42345531,240647629,-22654469,-53.499078804797605,72.98955311959463,Screen Gems,Action,Horror,Sci-Fi,Sep,high_tier
11,2016-01-29,Kung Fu Panda 3,140000000,143528619,517599142,3528619,2.458477636435699,72.95204171725617,Twentieth Century Fox,Action,Adventure,Animation,Jan,high_tier
66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,-24924460,-38.300811641363254,72.58813733917015,Lionsgate,Action,Adventure,Comedy,Jun,high_tier
60,2015-11-20,Carol,11800000,12711491,42843521,911491,7.1706065008424265,72.45791259779979,The Weinstein Company,Drama,Romance,,Nov,mid_tier
68,2012-12-21,Jack Reacher,60000000,80070736,217370736,20070736,25.066256416076904,72.3973883954646,Paramount Pictures,Action,Crime,Thriller,Dec,high_tier
8,2013-07-26,The Wolverine,115000000,132556852,416456852,17556852,13.244771383074186,72.38609487448174,Twentieth Century Fox,Action,Adventure,Sci-Fi,Jul,high_tier
44,2014-10-10,Alexander and the Terrible Horrible No Good Very Bad Day,28000000,66954149,101379287,38954149,58.18033621784963,72.38094602105458,Walt Disney Studios Motion Pictures,Comedy,Family,,Oct,mid_tier
9,2017-12-22,The Post,50000000,81903458,179748880,31903458,38.95251651035296,72.18341499540915,Twentieth Century Fox,Biography,Drama,History,Dec,high_tier
1,2015-01-23,Mommy,4900000,3498695,17536004,-1401305,-40.052219470402534,72.05748812557296,Roadside Attractions,Drama,,,Sep,low_tier
83,2015-06-05,Spy,65000000,110825712,232585748,45825712,41.34935041067004,72.05331772951111,Twentieth Century Fox,Action,Comedy,Crime,Jun,high_tier
90,2018-04-13,Rampage,120000000,101028233,428056280,-18971767,-18.778678431404416,71.96630312257071,Warner Bros.,Action,Adventure,Sci-Fi,Apr,high_tier
16,2018-09-28,Night School,29000000,77339130,103008792,48339130,62.502810672941365,71.84706330698451,Universal Pictures,Comedy,,,Sep,mid_tier
56,2014-05-02,The Amazing SpiderMan 2,200000000,202853933,708996336,2853933,1.4068906418491773,71.79110951004971,Sony Pictures Entertainment (SPE),Action,Adventure,Sci-Fi,May,high_tier
57,2015-12-18,Sisters,30000000,87044645,106030660,57044645,65.53492750760257,71.70629702767106,Universal Pictures,Drama,,,Dec,mid_tier
43,2016-07-27,Nerve,20000000,38583626,70652284,18583626,48.16454005644778,71.69235179997861,Lionsgate,Comedy,Drama,,Jul,mid_tier
13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,41793567,34.88798943602706,71.57358249783142,Sony Pictures Entertainment (SPE),Adventure,Animation,Comedy,Sep,high_tier
17,2012-08-03,Diary of a Wimpy Kid Dog Days,22000000,49008662,77229695,27008662,55.10997627317391,71.51354799471888,Twentieth Century Fox,Comedy,Family,,Aug,mid_tier
96,2014-09-26,The Equalizer,55000000,101530738,192903624,46530738,45.82921282419911,71.48835316852316,Sony Pictures Entertainment (SPE),Action,Crime,Thriller,Sep,high_tier
96,2014-10-10,Addicted,5000000,17390770,17499242,12390770,71.24911662910843,71.42733382394506,Lionsgate,Comedy,,,Oct,low_tier
33,2014-12-03,Wild,15000000,37880356,52460543,22880356,60.40163930877524,71.40708208071732,Fox Searchlight Pictures,Documentary,,,Dec,mid_tier
21,2019-02-08,What Men Want,20000000,54611903,69911903,34611903,63.37794711163974,71.39256815824339,Paramount Pictures,Comedy,Fantasy,Romance,Feb,mid_tier
73,2015-01-16,The Wedding Ringer,23000000,64460211,80171596,41460211,64.31907428909905,71.31153532231042,Screen Gems,Comedy,,,Jan,mid_tier
18,2016-03-25,Batman v Superman Dawn of Justice,250000000,330360194,867500281,80360194,24.325023250228504,71.18156553081278,Warner Bros.,Action,Adventure,Fantasy,Mar,high_tier
86,2016-07-29,Jason Bourne,120000000,162192920,416168316,42192920,26.014033164949495,71.1655127537388,Universal Pictures,Action,Thriller,,Jul,high_tier
98,2016-05-13,Money Monster,27000000,41012075,93466095,14012075,34.1657304586515,71.11251946494609,TriStar Pictures,Crime,Drama,Thriller,May,mid_tier
58,2012-06-22,To Rome with Love,21500000,16684352,74326015,-4815648,-28.8632606168942,71.07338527432151,Sony Pictures Classics,Comedy,Music,Romance,Jun,mid_tier
31,2012-07-03,The Amazing SpiderMan,220000000,262030663,757890267,42030663,16.040360513074763,70.97205102384565,Sony Pictures Entertainment (SPE),Action,Adventure,Sci-Fi,Jul,high_tier
92,2013-12-18,Anchorman 2 The Legend Continues,50000000,127352707,172185754,77352707,60.73895782992661,70.96159302470517,Paramount Pictures,Comedy,,,Dec,high_tier
25,2017-05-26,Pirates of the Caribbean Dead Men Tell No Tales,230000000,172558876,788241137,-57441124,-33.28784084105879,70.82111181416303,Walt Disney Studios Motion Pictures,Action,Adventure,Fantasy,May,high_tier
100,2018-12-14,The Mule,50000000,103804407,170857676,53804407,51.83248819098788,70.73587726898498,Warner Bros.,Crime,Drama,Thriller,Dec,high_tier
3,2015-09-18,Everest,65000000,43482270,221297061,-21517730,-49.48621587603407,70.62771656059182,Universal Pictures,Action,Adventure,Biography,Sep,high_tier
81,2019-05-24,Aladdin,182000000,246734314,619234314,64734314,26.236445571976663,70.60886390091102,Walt Disney Studios Motion Pictures,Fantasy,,,May,high_tier
41,2013-02-14,Safe Haven,28000000,71399120,94050951,43399120,60.78383038894597,70.2289028422477,Relativity Media,Drama,Romance,Thriller,Feb,mid_tier
78,2015-09-11,The Perfect Guy,18000000,57027435,60278166,39027435,68.43624476534846,70.13844117287842,Screen Gems,Crime,Drama,Horror,Sep,mid_tier
25,2015-01-09,Selma,20000000,52076908,66776576,32076908,61.595262145747974,70.04937779379404,Paramount Pictures,Biography,Drama,History,Dec,mid_tier
69,2017-07-21,Dunkirk,150000000,190068280,499837368,40068280,21.08099257803564,69.99023890506722,Warner Bros.,Action,Drama,History,Jul,high_tier
59,2017-06-02,Captain Underpants The First Epic Movie,38000000,73921000,126577874,35921000,48.59376902368745,69.97895540574493,Twentieth Century Fox,Action,Animation,Comedy,Jun,mid_tier
41,2014-06-06,Obvious Child,1000000,3122616,3324070,2122616,67.975569202233,69.91639766912249,A24,Comedy,Drama,Romance,Jun,low_tier
38,2017-02-03,Rings,25000000,27793018,82917283,2793018,10.049351243538934,69.84947034504255,Paramount Pictures,Drama,Horror,Mystery,Feb,mid_tier
34,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,-24650802,-36.60147816459522,69.76162941274212,Twentieth Century Fox,Action,Thriller,,Feb,high_tier
41,2014-05-16,Godzilla,160000000,200676069,529076069,40676069,20.269516541107848,69.75860195256725,Warner Bros.,Action,Adventure,Sci-Fi,May,high_tier
28,2015-07-29,Vacation,31000000,58884188,102306500,27884188,47.354288047582486,69.69889498712203,Warner Bros.,Adventure,Comedy,,Jul,mid_tier
36,2019-02-08,The Prodigy,6000000,14856291,19789712,8856291,59.61306896856019,69.68121617939664,Orion Pictures,Horror,Thriller,,Feb,mid_tier
20,2018-09-28,Hell Fest,5500000,11107431,18119231,5607431,50.483599673047706,69.64551089392259,Lionsgate,Horror,,,Sep,mid_tier
5,2017-04-07,Smurfs The Lost Village,60000000,45020282,197578586,-14979718,-33.273265591717085,69.63233657315475,Sony Pictures Entertainment (SPE),Adventure,Animation,Comedy,Apr,high_tier
37,2013-12-13,Saving Mr Banks,35000000,83299761,114962525,48299761,57.983072724542396,69.55529638897545,Walt Disney Studios Motion Pictures,Biography,Comedy,Drama,Dec,mid_tier
94,2017-07-28,Atomic Blonde,30000000,51573925,98345423,21573925,41.831070642771515,69.49527585030572,Focus Features,Action,Mystery,Thriller,Jul,mid_tier
40,2017-04-07,Going in Style,24000000,45018541,78672579,21018541,46.68863213492414,69.49381817011489,Warner Bros.,Comedy,Crime,,Apr,mid_tier
60,2018-11-16,Fantastic Beasts The Crimes of Grindelwald,200000000,159555901,652220086,-40444099,-25.347918031561868,69.33550433465184,Warner Bros.,Adventure,Family,Fantasy,Nov,high_tier
80,2016-03-04,London Has Fallen,60000000,62524260,195194085,2524260,4.037248901466406,69.26136363199736,Focus Features,Action,Thriller,,Mar,high_tier
95,2012-01-27,The Grey,25000000,51580136,81249176,26580136,51.53172919125301,69.23045718026728,Open Road Films (II),Action,Adventure,Drama,Jan,mid_tier
95,2014-03-21,Divergent,85000000,150947895,276014965,65947895,43.689178308846245,69.20456831027259,Lionsgate,Action,Adventure,Mystery,Mar,high_tier
62,2014-07-02,Earth to Echo,13000000,38934842,42174545,25934842,66.6108828693847,69.17571961950034,Relativity Media,Adventure,Family,Sci-Fi,Jul,mid_tier
11,2014-02-28,Son of God,22000000,59700064,70949793,37700064,63.14911823210105,68.99215759516028,Twentieth Century Fox,Biography,Drama,History,Feb,mid_tier
52,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,-5119838,-3.4857246412895435,68.95375800533222,Twentieth Century Fox,Action,Adventure,Drama,Jul,high_tier
75,2012-06-08,Prometheus,125000000,126477084,402448265,1477084,1.1678668999041755,68.94010712159488,Twentieth Century Fox,Adventure,Mystery,Sci-Fi,Jun,high_tier
21,2013-11-22,Delivery Man,22000000,30659817,70536870,8659817,28.24484242681553,68.81063761405915,Walt Disney Studios Motion Pictures,Comedy,Drama,,Nov,mid_tier
88,2013-09-18,Enough Said,8000000,17550872,25621449,9550872,54.418219220104845,68.77616094234172,Fox Searchlight Pictures,Comedy,Drama,Romance,Sep,mid_tier
55,2015-06-26,Ted 2,68000000,81476385,217214143,13476385,16.540234326792973,68.69448781702948,Universal Pictures,Comedy,,,Jun,high_tier
85,2019-01-11,The Upside,37500000,108235497,119024536,70735497,65.35332581324961,68.49389104108752,STX Entertainment,Comedy,Drama,,Jan,mid_tier
94,2018-02-23,Game Night,37000000,69179066,117378084,32179066,46.51561210728112,68.47793153618012,Warner Bros.,Action,Comedy,Crime,Feb,mid_tier
33,2013-07-31,The Smurfs 2,110000000,71017784,348547523,-38982216,-54.890780596589714,68.44045854831681,Sony Pictures Entertainment (SPE),Adventure,Animation,Comedy,Jul,high_tier
34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,-5970330,-37.24549538449637,68.43547339149862,EuropaCorp,Action,Adventure,Crime,Sep,mid_tier
98,2013-04-26,Mud,10000000,21590086,31556959,11590086,53.68244480360106,68.31126852242005,Roadside Attractions,Drama,,,Apr,mid_tier
54,2014-07-18,Sex Tape,40000000,38543473,126069509,-1456527,-3.7789199743365107,68.27147157366973,Sony Pictures Entertainment (SPE),Comedy,Romance,,Jul,mid_tier
21,2014-10-10,Dracula Untold,70000000,55991880,220241723,-14008120,-25.018127628506132,68.21673975007906,Universal Pictures,Action,Drama,Fantasy,Oct,high_tier
22,2013-04-12,42,31000000,95020213,97470701,64020213,67.37536254523025,68.19557089263162,Warner Bros.,Biography,Drama,Sport,Apr,mid_tier
92,2015-07-24,Southpaw,30000000,52421953,94156456,22421953,42.77206726731452,68.13813807945363,The Weinstein Company,Drama,Sport,,Jul,mid_tier
39,2017-11-17,The Star,20000000,40847995,62758010,20847995,51.037988523059695,68.13155802741355,Sony Pictures Entertainment (SPE),Adventure,Animation,Comedy,Nov,mid_tier
67,2013-03-29,The Place Beyond the Pines,15000000,21403519,47011449,6403519,29.91806627685849,68.09287882192272,Focus Features,Crime,Drama,Thriller,Mar,mid_tier
77,2016-08-12,Hell or High Water,12000000,27007844,37584304,15007844,55.56846373964541,68.0717780486237,Lionsgate,Action,Crime,Drama,Aug,mid_tier
33,2013-04-26,Pain  Gain,26000000,49875291,81275291,23875291,47.869978342582506,68.0099576635167,Paramount Pictures,Action,Comedy,Crime,Apr,mid_tier
95,2016-01-15,Ride Along 2,40000000,90862685,124827316,50862685,55.97752806886568,67.95573174063921,Universal Pictures,Action,Comedy,Crime,Jan,mid_tier
81,2012-08-17,The Expendables 2,100000000,85028192,311979256,-14971808,-17.60805169184357,67.94658680768185,Lionsgate,Action,Adventure,Thriller,Aug,high_tier
39,2013-01-25,Movie 43,10000000,8840453,31164747,-1159547,-13.116375371262084,67.9124621162495,Relativity Media,Comedy,,,Jan,mid_tier
56,2016-05-20,Neighbors 2 Sorority Rising,35000000,55340730,108757621,20340730,36.7554421490284,67.81834718506761,Universal Pictures,Comedy,,,May,mid_tier
62,2016-12-23,Why Him,38000000,60323786,117425156,22323786,37.00660631612214,67.6389614504749,Twentieth Century Fox,Comedy,,,Dec,mid_tier
48,2013-07-12,Grown Ups 2,80000000,133668525,247023808,53668525,40.15045800797159,67.61445763154943,Sony Pictures Entertainment (SPE),Comedy,,,Jul,high_tier
85,2016-09-09,When the Bough Breaks,10000000,29747603,30768449,19747603,66.38384612030758,67.4991742352694,Screen Gems,Crime,Drama,Horror,Sep,mid_tier
93,2016-05-27,XMen Apocalypse,178000000,155442489,542537546,-22557511,-14.511805070234047,67.19121076276627,Twentieth Century Fox,Action,Adventure,Sci-Fi,May,high_tier
35,2012-05-25,Men in Black 3,215000000,179020854,654213485,-35979146,-20.097740121382728,67.13611001155074,Sony Pictures Entertainment (SPE),Action,Adventure,Comedy,May,high_tier
70,2018-03-16,Tomb Raider,90000000,58250803,273477501,-31749197,-54.50430786336112,67.09052859160066,Warner Bros.,Action,Adventure,Fantasy,Mar,high_tier
78,2017-03-10,Kong Skull Island,185000000,168052812,561072059,-16947188,-10.084441788453976,67.02740814972574,Warner Bros.,Action,Adventure,Fantasy,Mar,high_tier
9,2014-10-10,Meet the Mormons,2000000,6047363,6049171,4047363,66.9277336253835,66.93761839432213,Purdie Distribution,Documentary,,,Oct,low_tier
33,2019-03-29,Unplanned,6000000,18107621,18107621,12107621,66.86478030438123,66.86478030438123,Pure Flix Entertainment,Biography,Drama,,Mar,mid_tier
31,2012-11-02,WreckIt Ralph,165000000,189412677,496511521,24412677,12.88861832621689,66.76814272754811,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Nov,high_tier
40,2014-08-08,Into the Storm,50000000,47602194,150429371,-2397806,-5.037175387336138,66.76181009890682,Warner Bros.,Documentary,,,Aug,high_tier
26,2014-03-07,300 Rise of an Empire,110000000,106580051,330780051,-3419949,-3.2088078096340933,66.7452738859394,Warner Bros.,Action,Fantasy,War,Mar,high_tier
77,2012-06-22,Brave,185000000,237282182,554606532,52282182,22.03375810156702,66.643018189335,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Jun,high_tier
94,2013-12-06,Inside Llewyn Davis,11000000,13248209,32943247,2248209,16.96990891372562,66.60924164518453,CBS Films,Drama,Music,,Dec,mid_tier
9,2012-09-14,Arbitrage,12000000,7919574,35830713,-4080426,-51.52330163213325,66.5091788712103,Roadside Attractions,Drama,Thriller,,Sep,mid_tier
94,2018-08-10,The Meg,178000000,145443742,529530715,-32556258,-22.38408992529909,66.38533045245543,Warner Bros.,Action,Horror,Sci-Fi,Aug,high_tier
12,2017-08-25,All Saints,2000000,5802208,5941994,3802208,65.53036361330031,66.34126523857144,Affirm Films,Drama,,,Aug,low_tier
44,2015-03-27,Home,130000000,177397510,385997896,47397510,26.718249878479128,66.32105994691743,Twentieth Century Fox,Documentary,History,,Mar,high_tier
29,2013-06-14,Man of Steel,225000000,291045518,667999518,66045518,22.692504751095324,66.31734096550652,Warner Bros.,Action,Adventure,Sci-Fi,Jun,high_tier
72,2015-04-10,Ex Machina,13000000,25440971,38358392,12440971,48.90132141575886,66.10911114313656,A24,Drama,Mystery,Sci-Fi,Apr,mid_tier
70,2014-03-14,Need for Speed,66000000,43568507,194169619,-22431493,-51.48556731585959,66.00910052771954,Walt Disney Studios Motion Pictures,Action,Crime,Thriller,Mar,high_tier
10,2015-11-06,Spectre,300000000,200074175,879620923,-99925825,-49.9443893745907,65.89439926271513,Sony Pictures Entertainment (SPE),Action,Adventure,Thriller,Nov,high_tier
34,2014-07-02,Deliver Us from Evil,30000000,30577122,87956618,577122,1.887430739884545,65.89227657661871,Screen Gems,Horror,Mystery,Thriller,Jul,mid_tier
86,2017-05-25,Baywatch,60000000,58060186,175863783,-1939814,-3.341039933974721,65.88268546457914,Paramount Pictures,Action,Comedy,Crime,May,high_tier
69,2016-01-22,The 5th Wave,38000000,34912982,111336398,-3087018,-8.84203474799145,65.8692029896638,Sony Pictures Entertainment (SPE),Action,Adventure,Drama,Jan,mid_tier
64,2016-10-28,Inferno,75000000,34343574,219519367,-40656426,-118.38146489937245,65.83444958640028,Sony Pictures Entertainment (SPE),Action,Adventure,Crime,Oct,high_tier
36,2014-06-20,Think Like a Man Too,24000000,65028687,70027933,41028687,63.09321146219668,65.72796172635854,Screen Gems,Comedy,Romance,,Jun,mid_tier
22,2016-02-05,Hail Caesar,22000000,30080225,64160680,8080225,26.86224920192585,65.71108660319685,Universal Pictures,Comedy,Drama,Music,Feb,mid_tier
100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,11120616,52.65289610871198,65.17822983322426,A24,Biography,Comedy,Drama,Dec,mid_tier
99,2018-04-20,I Feel Pretty,32000000,48795601,91553797,16795601,34.4203179298888,65.0478723454801,STX Entertainment,Comedy,Romance,,Apr,mid_tier
90,2014-05-23,Blended,45000000,46290741,127990741,1290741,2.7883351446026756,64.8412067557293,Warner Bros.,Comedy,Romance,,May,mid_tier
58,2013-10-25,The Counselor,25000000,16973715,71009334,-8026285,-47.286554534466966,64.79336082774697,Twentieth Century Fox,Crime,Drama,Thriller,Oct,mid_tier
60,2015-04-17,Paul Blart Mall Cop 2,38000000,71091594,107650646,33091594,46.54782955070609,64.7006298503773,Sony Pictures Entertainment (SPE),Action,Comedy,Crime,Apr,mid_tier
100,2015-09-18,Sicario,30000000,46889293,84393749,16889293,36.01950876077402,64.45234350236059,Lionsgate,Action,Crime,Drama,Sep,mid_tier
69,2013-06-21,World War Z,190000000,202359711,531514650,12359711,6.107792375726411,64.25310196059506,Paramount Pictures,Action,Adventure,Horror,Jun,high_tier
80,2015-10-16,Room,13000000,14677674,36262783,1677674,11.430108067531682,64.15057277870814,A24,Drama,Thriller,,Oct,mid_tier
49,2015-07-01,Terminator Genisys,155000000,89760956,432150894,-65239044,-72.68087028841359,64.13289845004925,Paramount Pictures,Action,Adventure,Sci-Fi,Jul,high_tier
60,2014-12-19,Night at the Museum Secret of the Tomb,127000000,113746621,353756621,-13253379,-11.65166831637135,64.09961186281231,Twentieth Century Fox,Adventure,Comedy,Family,Dec,high_tier
37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,-48649089,-58.36659541729544,64.02706449964504,Twentieth Century Fox,Adventure,Animation,Comedy,Nov,high_tier
33,2017-06-21,Transformers The Last Knight,217000000,130168683,602893340,-86831317,-66.70676463708249,64.00690045771611,Paramount Pictures,Action,Adventure,Sci-Fi,Jun,high_tier
56,2015-12-18,Alvin and the Chipmunks The Road Chip,90000000,85886987,249517956,-4113013,-4.788866327328493,63.93045156237173,Twentieth Century Fox,Adventure,Animation,Comedy,Dec,high_tier
96,2012-05-16,The Dictator,65000000,59650222,180148897,-5349778,-8.968580200757676,63.91873551132539,Paramount Pictures,Comedy,,,May,high_tier
22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,4352971,63.5194720654735,63.85690747267112,A24,Comedy,Drama,Romance,Aug,low_tier
73,2016-11-04,Trolls,125000000,153707064,344150134,28707064,18.676476703764248,63.67864264728138,Twentieth Century Fox,Adventure,Animation,Comedy,Nov,high_tier
77,2013-07-26,The To Do List,1500000,3491669,4128828,1991669,57.04060150031404,63.67007780416137,CBS Films,Comedy,Romance,,Jul,low_tier
50,2018-06-15,Tag,28000000,54730625,77026186,26730625,48.84034304377119,63.64872590212373,Warner Bros.,Adventure,Documentary,,Jun,mid_tier
28,2016-12-21,Passengers,110000000,100014699,302239672,-9985301,-9.983833476317317,63.605042557086946,Sony Pictures Entertainment (SPE),Drama,Romance,Sci-Fi,Dec,high_tier
26,2013-10-18,Carrie,30000000,35266619,82409520,5266619,14.933722452951898,63.59643885803485,Screen Gems,Drama,Horror,,Oct,mid_tier
94,2016-08-26,Mechanic Resurrection,40000000,21218403,109738840,-18781597,-88.51560129195397,63.549824291928005,Lionsgate,Action,Adventure,Thriller,Aug,mid_tier
39,2016-10-07,Middle School The Worst Years of My Life,8500000,20007149,23311293,11507149,57.51518619669399,63.53698612942663,Lionsgate,Comedy,Family,,Oct,mid_tier
84,2015-01-30,Project Almanac,12000000,22348241,32909437,10348241,46.30449886413879,63.53629507548245,Paramount Pictures,Drama,Mystery,Sci-Fi,Jan,mid_tier
58,2015-10-16,Goosebumps,58000000,80069458,158905324,22069458,27.56289170834652,63.50027894597163,Sony Pictures Entertainment (SPE),Adventure,Comedy,Family,Oct,high_tier
62,2015-05-22,Poltergeist,35000000,47425125,95713069,12425125,26.199456511711883,63.432370975378504,Twentieth Century Fox,Horror,Thriller,,May,mid_tier
23,2014-12-25,Big Eyes,10000000,14482031,27317872,4482031,30.948911792827953,63.39392760900263,The Weinstein Company,Documentary,,,Dec,mid_tier
46,2012-09-07,The Words,6000000,11494838,16369708,5494838,47.80265715793472,63.34693325012273,CBS Films,Drama,Mystery,Romance,Sep,mid_tier
98,2016-05-13,The Darkness,4000000,10753574,10898293,6753574,62.80306435795207,63.29700440243256,BH Tilt,Thriller,,,May,low_tier
75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,5704596,30.498365214624258,63.27974265991715,Bleecker Street Media,Drama,Thriller,War,Mar,mid_tier
22,2016-04-15,Barbershop The Next Cut,20000000,54030051,54404202,34030051,62.98356261037029,63.238133701510776,Warner Bros.,Comedy,Drama,,Apr,mid_tier
51,2014-03-28,Noah,130000000,101200044,352831065,-28799956,-28.458442172218817,63.15517172502937,Paramount Pictures,Drama,Thriller,,Mar,high_tier
17,2016-04-08,The Boss,29000000,63077560,78652207,34077560,54.02485448073768,63.12881595299672,Universal Pictures,Comedy,,,Apr,mid_tier
59,2015-07-24,Pixels,90000000,78765986,244041804,-11234014,-14.262519357022969,63.12107248641712,Sony Pictures Entertainment (SPE),Action,Comedy,,Jul,high_tier
32,2017-09-29,American Made,50000000,51342000,135569212,1342000,2.6138444158778387,63.11846970092295,Universal Pictures,Action,Biography,Comedy,Sep,high_tier
38,2013-09-27,Baggage Claim,8500000,21569509,22885836,13069509,60.59251974627703,62.85912387032748,Fox Searchlight Pictures,Comedy,,,Sep,mid_tier
80,2015-02-20,McFarland USA,17000000,44480275,45707924,27480275,61.78081183176138,62.807324174250404,Walt Disney Studios Motion Pictures,Biography,Drama,Sport,Feb,mid_tier
13,2013-03-27,GI Joe Retaliation,140000000,122523060,375740705,-17476940,-14.264204632172914,62.740262596782,Paramount Pictures,Action,Adventure,Sci-Fi,Mar,high_tier
37,2016-12-16,Fences,24000000,57682904,64282881,33682904,58.39321820551891,62.66502118970057,Paramount Pictures,Drama,Family,,Dec,mid_tier
69,2018-09-28,Smallfoot,80000000,83240103,213691277,3240103,3.892478364665166,62.562814391342705,Warner Bros.,Adventure,Animation,Comedy,Sep,high_tier
3,2018-01-19,Den of Thieves,30000000,44947622,80131391,14947622,33.25564587154355,62.5614885432352,STX Entertainment,Action,Crime,Drama,Jan,mid_tier
85,2016-10-21,Jack Reacher Never Go Back,60000000,58697076,159946489,-1302924,-2.219742598421768,62.48745416349839,Paramount Pictures,Action,Thriller,,Oct,high_tier
97,2015-03-27,Get Hard,40000000,90411453,106511453,50411453,55.757817541102895,62.445353177183684,Warner Bros.,Comedy,Crime,,Mar,mid_tier
2,2014-08-15,The Giver,25000000,45090374,66540205,20090374,44.55579366008364,62.42873011888076,The Weinstein Company,Drama,Romance,Sci-Fi,Aug,mid_tier
46,2016-06-10,Warcraft,160000000,47225655,425522281,-112774345,-238.79890072461674,62.39914872988754,Universal Pictures,Action,Adventure,Fantasy,Jun,high_tier
71,2019-05-31,Rocketman,41000000,57342725,108642725,16342725,28.50008436118095,62.26162405259993,Paramount Pictures,Biography,Drama,Music,May,mid_tier
31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,14445357,26.531843661159204,62.24468808010152,Warner Bros.,Comedy,Crime,,Nov,mid_tier
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,24215042,24.406623745621154,62.02623128704575,Walt Disney Studios Motion Pictures,Adventure,Animation,Comedy,Aug,high_tier
68,2014-10-17,Fury,80000000,85817906,210315681,5817906,6.779361407396727,61.96194234323402,Sony Pictures Entertainment (SPE),Action,Drama,War,Oct,high_tier
77,2013-05-24,Epic,100000000,107518682,262794441,7518682,6.992907520945987,61.94744469499642,Twentieth Century Fox,Adventure,Animation,Family,May,high_tier
45,2018-12-19,Mary Poppins Returns,130000000,171958438,341528518,41958438,24.40033678370584,61.9358287380265,Walt Disney Studios Motion Pictures,Comedy,Family,Fantasy,Dec,high_tier
69,2014-04-25,Brick Mansions,28000000,20396829,73421224,-7603171,-37.276240341084396,61.86388829475248,Relativity Media,Action,Crime,,Apr,mid_tier
15,2016-09-23,Storks,70000000,72679278,183353431,2679278,3.68644003315498,61.82236698914022,Warner Bros.,Adventure,Animation,Comedy,Sep,high_tier
73,2012-02-17,Ghost Rider Spirit of Vengeance,57000000,51774002,149217355,-5225998,-10.09386525692953,61.80069000686951,Sony Pictures Entertainment (SPE),Action,Fantasy,Thriller,Feb,high_tier
82,2012-11-30,Killing Them Softly,15000000,14945541,39238443,-54459,-0.3643829286607959,61.77218346813609,The Weinstein Company,Crime,Thriller,,Nov,mid_tier
14,2017-12-15,Ferdinand,111000000,84410380,289847930,-26589620,-31.500414996354714,61.704056330504066,Twentieth Century Fox,Adventure,Animation,Comedy,Dec,high_tier
11,2015-06-19,Dope,7000000,17506470,18190831,10506470,60.014783105903135,61.51907518683451,Open Road Films (II),Comedy,Crime,Drama,Jun,mid_tier
99,2015-02-27,Focus,65000000,53862963,168065700,-11137037,-20.67661409566347,61.32464863443284,Warner Bros.,Comedy,,,Feb,high_tier
